RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
ArcZ,rfbC#gene2103,NC_016810,3511862,3511864,+,NC_016810,2173326,2173600,-,47,121679,422,23497313,21.50740321,2.19E-37,sRNA,CDS
SL1344_3330#gene3386.5UTR,DapZ,NC_016810,3547984,3547998,-,NC_016810,74876,74924,+,47,122,297332,23321960,30.21770112,9.35E-42,5UTR,sRNA
InvR,SL1344_0084#gene84,NC_016810,3067519,3067521,+,NC_016810,96020,96020,+,47,384357,529,23234528,5.370828012,2.83E-12,sRNA,CDS
SL1344_3622#gene3683.5UTR,MicF,NC_016810,3864530,3864579,-,NC_016810,2364681,2364722,+,47,179,133351,23485884,46.24400736,4.00E-51,5UTR,sRNA
SL1344_0661#gene667,STnc440,NC_016810,737232,737240,-,NC_016810,4580519,4580522,+,47,2505,40525,23576384,10.91551676,2.72E-25,CDS,sRNA
slrP#gene793,STnc440,NC_016810,866698,866741,+,NC_016810,4580531,4580566,+,47,785,40525,23578104,34.83485897,2.63E-47,CDS,sRNA
hupB#gene452,STnc870,NC_016810,507604,507689,+,NC_016810,4292597,4292600,+,47,22099,19033,23578282,2.634693779,3.77E-02,CDS,sRNA
ArcZ,SL1344_4246#gene4329.AS,NC_016810,3511862,3511862,+,NC_016810,4577811,4577915,+,46,121680,322,23497413,27.5868942,5.82E-41,sRNA,AS
mdoG#gene1105,ArcZ,NC_016810,1192789,1192797,+,NC_016810,3511899,3511900,+,46,81,27299,23592035,490.785223,3.54E-94,CDS,sRNA
ArcZ,nirD#gene3503,NC_016810,3511862,3511863,+,NC_016810,3647739,3647753,+,46,121680,69,23497666,128.7402257,6.29E-67,sRNA,CDS
ArcZ,sptP#gene2910,NC_016810,3511843,3511863,+,NC_016810,3046109,3046134,-,46,121680,624,23497111,14.2353618,4.58E-29,sRNA,CDS
GJB7-4646.repA2.IGR,CyaR,NC_017720,76143,76217,+,NC_016810,2228908,2228932,+,46,3259,79986,23536170,4.15331896,2.50E-08,IGR,sRNA
SL1344_3557#gene3618,FnrS,NC_016810,3783300,3783609,+,NC_016810,1706785,1706817,-,46,1235,200942,23417238,4.340660541,7.19E-09,CDS,sRNA
SL1344_3198#gene3255.5UTR,GcvB,NC_016810,3414119,3414146,+,NC_016810,3156836,3156941,+,46,239,683401,22935775,6.459482713,2.93E-14,5UTR,sRNA
InvR,gcvH#gene3086,NC_016810,3067505,3067519,+,NC_016810,3235758,3235906,-,46,384358,941,23234116,2.955006474,2.73E-03,sRNA,CDS
SL1344_1514#gene1534.5UTR,STnc440,NC_016810,1626616,1627036,-,NC_016810,4580525,4580565,+,46,5100,40526,23573789,5.246664664,4.85E-12,5UTR,sRNA
SL1344_2445#gene2491.acrD#gene2490.IGR,STnc290,NC_016810,2594633,2594692,-,NC_016810,3215639,3215640,-,46,141371,2864,23475180,2.667063887,4.22E-02,IGR,sRNA
invF#gene2930.5UTR,STnc2010,NC_016810,3066629,3066629,-,NC_016810,1353957,1353963,+,46,7123,17061,23595231,8.931299186,3.94E-21,5UTR,sRNA
STnc440,invI#gene2924,NC_016810,4580485,4580498,+,NC_016810,3058873,3058957,-,46,37177,5194,23577044,5.616566418,2.23E-13,sRNA,CDS
STnc840,yddA,NC_016810,1224246,1224248,+,NC_017718,27965,27972,+,46,23973,2226,23593216,20.33749364,3.28E-36,sRNA,NC_017718#gene
fpr#gene4106,glpX#gene4107,NC_016810,4314450,4314463,-,NC_016810,4315639,4315652,-,46,11,369,23619035,267670.7588,1.27E-202,CDS,CDS
rfaB#gene3747,rfaP#gene3749,NC_016810,3936374,3936388,-,NC_016810,3937402,3937700,-,46,521,363,23618531,5744.686929,4.34E-146,CDS,CDS
ArcZ,SL1344_3239#gene3294,NC_016810,3511862,3511863,+,NC_016810,3457037,3457061,+,45,121681,22,23497713,394.9959637,1.35E-79,sRNA,CDS
ArcZ,bcp#gene2500,NC_016810,3511862,3511862,+,NC_016810,2603466,2603466,+,45,121681,35,23497700,248.2830398,2.70E-74,sRNA,CDS
SL1344_1802#gene1824,CyaR,NC_016810,1922719,1922721,+,NC_016810,2228930,2228932,+,45,0,79987,23539429,inf,3.54E-105,CDS,sRNA
SL1344_3566#gene3627.5UTR,CyaR,NC_016810,3795700,3795700,-,NC_016810,2228884,2228932,+,45,1155,96171,23522090,9.529328643,1.87E-21,5UTR,sRNA
SL1344_3979#gene4053,CyaR,NC_016810,4263335,4263360,+,NC_016810,2228923,2228931,+,45,54,79987,23539375,245.2416747,9.99E-77,CDS,sRNA
bioD#gene1440,CyaR,NC_016810,1523655,1523678,+,NC_016810,2228888,2228931,+,45,244,96171,23523001,45.10983957,6.58E-49,CDS,sRNA
prgH#gene2906,CyaR,NC_016810,3039409,3039445,-,NC_016810,2228891,2228931,+,45,2842,96171,23520403,3.872478961,5.38E-07,CDS,sRNA
GcvB,amiA#gene2459.5UTR,NC_016810,3156802,3156816,+,NC_016810,2557989,2558061,+,45,639846,403,22979167,4.010202374,5.39E-07,sRNA,5UTR
glpF#gene4109,OxyS,NC_016810,4317805,4318091,-,NC_016810,4364306,4364349,-,45,44651,1850,23572915,12.84171082,7.24E-27,CDS,sRNA
prlA#gene3448,RprA,NC_016810,3608048,3608086,-,NC_016810,1401685,1401687,-,45,296,75986,23543134,47.10331731,5.22E-50,CDS,sRNA
hilA#gene2908,STnc440,NC_016810,3043558,3043581,+,NC_016810,4580546,4580559,+,45,362,40527,23578527,72.32295413,1.82E-58,CDS,sRNA
siiE#gene4281,STnc440,NC_016810,4505178,4505187,+,NC_016810,4580534,4580560,+,45,1223,40527,23577666,21.40633963,3.93E-36,CDS,sRNA
ftsK#gene914,STnc490a,NC_016810,994233,994276,+,NC_016810,981669,981674,-,45,14,11332,23608070,6696.353878,3.25E-130,CDS,sRNA
STnc870,prgH#gene2906,NC_016810,4292124,4292555,+,NC_016810,3039465,3039618,-,45,17412,17020,23584984,3.581293261,6.27E-06,sRNA,CDS
SdsR,sptP#gene2910,NC_016810,1925691,1925711,-,NC_016810,3045705,3045735,-,45,20364,3348,23595704,15.57388328,1.88E-30,sRNA,CDS
ArcZ,SL1344_3112#gene3169,NC_016810,3511862,3511866,+,NC_016810,3321341,3321385,-,44,121682,1724,23496011,4.928141993,3.11E-10,sRNA,CDS
ArcZ,argR#gene3388,NC_016810,3511862,3511863,+,NC_016810,3549742,3549880,+,44,121682,593,23497142,14.3280367,1.08E-27,sRNA,CDS
napF#gene2270,ArcZ,NC_016810,2356961,2357153,-,NC_016810,3511883,3511899,+,44,2347,27301,23589769,16.19887,2.49E-30,CDS,sRNA
pnp#gene3309.SL1344_3254#gene3308.IGR,ArcZ,NC_016810,3469908,3469935,-,NC_016810,3511899,3511943,+,44,240,56264,23562913,76.77853305,1.12E-57,IGR,sRNA
SL1344_1418#gene1439.5UTR,CyaR,NC_016810,1521924,1521925,+,NC_016810,2228931,2228931,+,44,112,79988,23539317,115.6122021,1.03E-63,5UTR,sRNA
cbiC#gene2041,CyaR,NC_016810,2109024,2109032,-,NC_016810,2228891,2228891,+,44,1708,16140,23601569,37.67056682,1.03E-45,CDS,sRNA
napA#gene2268,FnrS,NC_016810,2355531,2355881,-,NC_016810,1706804,1706849,-,44,466,161710,23457241,13.69641203,9.73E-27,CDS,sRNA
GcvB,dppA#gene3657.5UTR,NC_016810,3156779,3156786,+,NC_016810,3837430,3837604,-,44,9605,3491,23606321,30.97660136,1.93E-42,sRNA,5UTR
GcvB,ompC#gene2276,NC_016810,3156809,3156847,+,NC_016810,2363170,2363187,-,44,639847,269,22979301,5.874366957,4.17E-12,sRNA,CDS
dcuA#gene4346,InvR,NC_016810,4590808,4590823,-,NC_016810,3067554,3067586,+,44,834,397859,23220724,3.079166659,1.97E-03,CDS,sRNA
aspA#gene4347,RprA,NC_016810,4592875,4592898,-,NC_016810,1401684,1401692,-,44,2609,75987,23540821,5.224694529,3.48E-11,CDS,sRNA
STnc870,SL1344_2260#gene2299,NC_016810,4292543,4292544,+,NC_016810,2396677,2396747,-,44,17162,172,23602083,351.808773,6.61E-86,sRNA,CDS
SL1344_2714#gene2764,STnc870,NC_016810,2892905,2893148,-,NC_016810,4292564,4292599,+,44,4183,19036,23596198,13.03860556,1.57E-26,CDS,sRNA
SL1344_3112#gene3169,STnc2080,NC_016810,3321545,3321588,-,NC_016810,2759412,2759413,-,44,4124,8037,23607256,31.33903079,2.07E-42,CDS,sRNA
STnc440,STnc1190,NC_016810,4580485,4580519,+,NC_016810,4601093,4601179,+,44,45124,1800,23572493,12.76962361,4.65E-26,sRNA,sRNA
STnc440,clpB#gene2671,NC_016810,4580519,4580519,+,NC_016810,2805085,2805085,-,44,7901,3525,23607991,37.29671005,1.27E-45,sRNA,CDS
STnc440,hilC#gene2899.RUF_219c.IGR,NC_016810,4580488,4580519,+,NC_016810,3034553,3034754,-,44,45124,3809,23570484,6.033962597,1.74E-13,sRNA,IGR
STnc870,glpT#gene2291,NC_016810,4292510,4292557,+,NC_016810,2386113,2386400,-,44,17162,2815,23599440,21.4935463,1.83E-35,sRNA,CDS
STnc870,miaA#gene4381,NC_016810,4292542,4292557,+,NC_016810,4625076,4625309,+,44,17162,8606,23593649,7.02875736,5.38E-16,sRNA,CDS
idnK#gene4504.5UTR,ArcZ,NC_016810,4749758,4749768,+,NC_016810,3511899,3511916,+,43,38,56265,23563115,473.8918487,1.40E-83,5UTR,sRNA
ArcZ,orgAb#gene2901,NC_016810,3511862,3511862,+,NC_016810,3036901,3037152,-,43,121683,2175,23495560,3.817377299,2.25E-06,sRNA,CDS
SL1344_3557#gene3618,CyaR,NC_016810,3784120,3784173,+,NC_016810,2228924,2228932,+,43,350,79989,23539079,36.15427111,5.34E-43,CDS,sRNA
sdhC#gene726,CyaR,NC_016810,797736,797752,+,NC_016810,2228897,2228931,+,43,335,96173,23522910,31.39507551,2.10E-40,CDS,sRNA
GcvB,SL1344_0160#gene160,NC_016810,3156790,3156816,+,NC_016810,188470,188522,-,43,649497,259,22969662,5.871460542,1.08E-11,sRNA,CDS
trg#gene1577,GcvB,NC_016810,1672913,1672914,-,NC_016810,3156947,3156950,+,43,21,599718,23019679,78.59616218,3.10E-46,CDS,sRNA
asd#gene3567.5UTR,MgrR,NC_016810,3731150,3731222,-,NC_016810,1550833,1550843,+,43,29,42963,23576426,813.6803505,8.38E-92,5UTR,sRNA
nanT#gene3366,MgrR,NC_016810,3529238,3529368,-,NC_016810,1550812,1550843,+,43,215,42963,23576240,109.7513675,1.07E-62,CDS,sRNA
rfaP#gene3749,MgrR,NC_016810,3937285,3937291,-,NC_016810,1550836,1550843,+,43,3881,42963,23572574,6.079071076,3.48E-13,CDS,sRNA
slt#gene4603,MgrR,NC_016810,4859569,4859599,+,NC_016810,1550836,1550843,+,43,105,42963,23576350,224.730039,2.50E-74,CDS,sRNA
SL1344_1663#gene1684,STnc440,NC_016810,1785026,1785182,-,NC_016810,4580524,4580565,+,43,6117,40529,23572772,4.088601113,2.88E-07,CDS,sRNA
STnc1180,hyb0#gene3181,NC_016810,4559971,4559976,-,NC_016810,3334360,3334392,-,43,1091,349,23617978,2667.233221,2.17E-122,sRNA,CDS
cheY#gene1873,STnc440,NC_016810,1969869,1969876,-,NC_016810,4580556,4580565,+,43,112,40529,23578777,223.3602154,2.09E-74,CDS,sRNA
glpK#gene4108,STnc870,NC_016810,4316536,4316536,-,NC_016810,4292565,4292599,+,43,1432,19037,23598949,37.22370429,2.61E-44,CDS,sRNA
STnc870,hilC#gene2899,NC_016810,4292541,4292548,+,NC_016810,3035104,3035112,-,43,17163,4464,23597791,13.24409897,4.34E-26,sRNA,CDS
SL1344_3112#gene3169,ArcZ,NC_016810,3322299,3322299,-,NC_016810,3511899,3511899,+,42,9356,27303,23582760,3.877424404,2.93E-06,CDS,sRNA
ArcZ,ndh#gene1166,NC_016810,3511862,3511862,+,NC_016810,1251068,1251072,+,42,121684,14,23497721,579.313328,2.20E-77,sRNA,CDS
SL1344_2492#gene2537,CyaR,NC_016810,2663014,2663027,-,NC_016810,2228930,2228932,+,42,1321,79990,23538108,9.355830115,1.93E-19,CDS,sRNA
clpB#gene2671,CyaR,NC_016810,2803791,2804067,-,NC_016810,2228881,2228892,+,42,889,16142,23602388,69.0790143,4.35E-54,CDS,sRNA
sipD#gene2914,DapZ,NC_016810,3049134,3049500,-,NC_016810,74876,74899,+,42,2183,120254,23496982,3.759309721,9.03E-06,CDS,sRNA
GcvB,SL1344_1663#gene1684,NC_016810,3156923,3156929,+,NC_016810,1784938,1784938,-,42,25053,12719,23581647,3.108212615,2.31E-03,sRNA,CDS
cbiQ#gene2029,MgrR,NC_016810,2099739,2099851,-,NC_016810,1550836,1550843,+,42,289,42964,23576166,79.74802208,8.10E-56,CDS,sRNA
invA#gene2927,MgrR,NC_016810,3062399,3062430,-,NC_016810,1550816,1550843,+,42,1798,42964,23574657,12.81741003,1.02E-24,CDS,sRNA
sopA#gene2075,MgrR,NC_016810,2140238,2140290,+,NC_016810,1550807,1550843,+,42,175,42964,23576280,131.698799,4.27E-64,CDS,sRNA
SL1344_1190#gene1208.5UTR,MicA,NC_016810,1295514,1295517,-,NC_016810,2989474,2989505,+,42,1591,5346,23612482,116.5981866,1.23E-63,5UTR,sRNA
fliC#gene1914,MicF,NC_016810,2006104,2006200,-,NC_016810,2364676,2364721,+,42,1439,133356,23484624,5.139957729,3.92E-10,CDS,sRNA
orgAa#gene2902,RUF_220c,NC_016810,3036915,3037192,-,NC_016810,3035462,3035726,-,42,3640,64078,23551701,4.240931305,1.09E-07,CDS,sRNA
glpQ#gene2290,RprA,NC_016810,2385611,2385773,-,NC_016810,1401684,1401686,-,42,3701,75989,23539729,3.515450076,6.47E-05,CDS,sRNA
SL1344_1967#gene1995,STnc870,NC_016810,2072780,2072941,+,NC_016810,4292592,4292599,+,42,1786,19038,23598595,29.14960407,6.76E-39,CDS,sRNA
STnc730,STnc2110,NC_016810,1462386,1462417,-,NC_016810,4030647,4030655,-,42,7246,178,23611995,768.888988,3.96E-96,sRNA,sRNA
rfbV#gene2096,rfbU#gene2095,NC_016810,2165415,2165565,-,NC_016810,2164283,2164297,-,42,640,3564,23615215,434.8340304,3.88E-87,CDS,CDS
SL1344_1221#gene1240,galU#gene1704.3UTR,NC_016810,1321760,1321783,+,NC_016810,1804628,1804628,-,41,334,6,23619080,483224.6906,9.56E-185,CDS,3UTR
SL1344_3817#gene3877,ArcZ,NC_016810,4078873,4078909,+,NC_016810,3511915,3511918,+,41,1627,28922,23588871,20.55299598,7.07E-32,CDS,sRNA
invI#gene2924,ArcZ,NC_016810,3059023,3059047,-,NC_016810,3511893,3511916,+,41,4387,56267,23558766,3.913046425,4.32E-06,CDS,sRNA
ArcZ,ompD#gene1523,NC_016810,3511862,3511900,+,NC_016810,1612133,1612152,+,41,121685,2573,23495162,3.076702241,5.10E-03,sRNA,CDS
ArcZ,serS#gene917,NC_016810,3511862,3511862,+,NC_016810,1000438,1000476,+,41,121685,84,23497651,94.25230357,8.79E-55,sRNA,CDS
udp#gene3992.AS,ChiX,NC_016810,4197128,4197140,-,NC_016810,555573,555573,+,41,0,14718699,8900721,inf,1.92E-02,AS,sRNA
iagB#gene2909,CyaR,NC_016810,3044435,3044482,+,NC_016810,2228931,2228932,+,41,862,79991,23538567,13.99637226,2.81E-25,CDS,sRNA
SL1344_2644#gene2695,InvR,NC_016810,2825460,2825465,+,NC_016810,3067534,3067555,+,41,463,397862,23221095,5.16836408,1.64E-09,CDS,sRNA
int#gene2682,InvR,NC_016810,2816411,2816752,-,NC_016810,3067508,3067586,+,41,540,397862,23221018,4.431378952,1.96E-07,CDS,sRNA
samB2,InvR,NC_017720,51105,51144,+,NC_016810,3067536,3067586,+,41,38,397862,23221520,62.97358857,2.66E-44,NC_017720#gene,sRNA
bacA#gene3235,MicF,NC_016810,3391638,3392099,-,NC_016810,2364674,2364721,+,41,1218,133357,23484845,5.928003475,7.98E-12,CDS,sRNA
SL1344_1263#gene1283,OxyS,NC_016810,1364028,1364112,-,NC_016810,4364307,4364310,-,41,773,1854,23616793,675.6403155,8.58E-93,CDS,sRNA
STnc440,SL1344_2283#gene2322.5UTR,NC_016810,4580488,4580501,+,NC_016810,2418371,2418371,+,41,45127,493,23573800,43.44402642,2.89E-44,sRNA,5UTR
SL1344_3112#gene3169,STnc870,NC_016810,3322299,3322299,-,NC_016810,4292592,4292599,+,41,9357,19039,23591024,5.429375587,1.06E-10,CDS,sRNA
rpsJ#gene3469.5UTR,STnc2080,NC_016810,3618028,3618096,-,NC_016810,2759412,2759444,-,41,339,8040,23611041,355.1757,6.13E-81,5UTR,sRNA
siiB#gene4278,STnc440,NC_016810,4500942,4500942,+,NC_016810,4580542,4580565,+,41,1178,40531,23577711,20.24663657,1.51E-31,CDS,sRNA
invE#gene2928,STnc870,NC_016810,3063710,3063730,-,NC_016810,4292597,4292599,+,41,634,19039,23599747,80.16001912,4.05E-55,CDS,sRNA
ArcZ,SL1344_1315#gene1335,NC_016810,3511862,3511862,+,NC_016810,1421044,1421493,-,40,121686,134,23497601,57.64187543,3.09E-46,sRNA,CDS
ArcZ,SL1344_1514#gene1534,NC_016810,3511815,3511862,+,NC_016810,1626694,1626729,-,40,121686,1756,23495979,4.398336066,2.66E-07,sRNA,CDS
ArcZ,STnc770.SL1344_3552#gene3613.IGR,NC_016810,3511862,3511862,+,NC_016810,3778086,3778185,-,40,121686,2050,23495685,3.767503166,2.80E-05,sRNA,IGR
prgH#gene2906,ArcZ,NC_016810,3039682,3039686,-,NC_016810,3511899,3511899,+,40,10557,27305,23581559,3.272275059,0.001404148,CDS,sRNA
araJ#gene395,CyaR,NC_016810,445383,445570,-,NC_016810,2228881,2228897,+,40,1713,16144,23601564,34.1375432,1.84E-39,CDS,sRNA
hilD#gene2907,FnrS,NC_016810,3040615,3040950,+,NC_016810,1706785,1706791,-,40,3028,39194,23577199,7.946515619,6.85E-16,CDS,sRNA
siiE#gene4281,FnrS,NC_016810,4513048,4513062,+,NC_016810,1706784,1706859,-,40,1214,200948,23417259,3.839668013,1.85E-05,CDS,sRNA
truA#gene2376,FnrS,NC_016810,2478339,2478349,-,NC_016810,1706804,1706840,-,40,1062,161714,23456645,5.46328366,3.21E-10,CDS,sRNA
SL1344_3112#gene3169.5UTR,MgrR,NC_016810,3322399,3322400,-,NC_016810,1550836,1550843,+,40,1074,42966,23575381,20.43569941,8.61E-31,5UTR,sRNA
traS,MgrR,NC_017720,10730,10752,-,NC_016810,1550821,1550838,+,40,2126,42966,23574329,10.32312408,6.70E-20,NC_017720#gene,sRNA
gptB#gene1781.5UTR,RprA,NC_016810,1885999,1886000,+,NC_016810,1401685,1401715,-,40,207,98753,23520461,46.02408654,3.44E-43,5UTR,sRNA
hilD#gene2907.5UTR,SLnc0014,NC_016810,3040377,3040395,+,NC_016810,1290340,1290462,+,40,361,85892,23533168,30.35851117,8.30E-37,5UTR,sRNA
slrP#gene793,Spf,NC_016810,866631,866707,+,NC_016810,4230540,4230580,+,40,792,51803,23566826,22.97634765,1.25E-32,CDS,sRNA
ArcZ,SL1344_2506#gene2551,NC_016810,3511862,3511862,+,NC_016810,2680722,2681030,-,39,121687,2171,23495564,3.468538135,5.26E-04,sRNA,CDS
ArcZ,fimB#gene710.SL1344_0698#gene711.IGR,NC_016810,3511862,3511863,+,NC_016810,782064,782111,+,39,121687,152,23497583,49.54502216,9.58E-43,sRNA,IGR
ArcZ,mreC#gene3401.mreB#gene3402.IGR,NC_016810,3511862,3511862,+,NC_016810,3564928,3564929,+,39,121687,0,23497735,inf,2.98E-83,sRNA,IGR
ArcZ,rfbX#gene2097,NC_016810,3511843,3511871,+,NC_016810,2166908,2167281,-,39,121687,1173,23496562,6.419877361,3.91E-12,sRNA,CDS
tar#gene1876,ArcZ,NC_016810,1972362,1972740,-,NC_016810,3511897,3511917,+,39,2119,56269,23561034,7.706528685,7.00E-15,CDS,sRNA
SL1344_0846#gene862,CyaR,NC_016810,943604,943610,-,NC_016810,2228890,2228931,+,39,2442,96177,23520803,3.905708849,1.72E-05,CDS,sRNA
gcvP#gene3085,DapZ,NC_016810,3234667,3234674,-,NC_016810,74872,74923,+,39,91,297340,23321991,33.61518464,3.07E-35,CDS,sRNA
glpA#gene2292.5UTR,FnrS,NC_016810,2387908,2387918,+,NC_016810,1706784,1706792,-,39,3464,39195,23576763,6.772363069,4.91E-13,5UTR,sRNA
InvR,SL1344_2214#gene2247,NC_016810,3067521,3067530,+,NC_016810,2335962,2336007,+,39,384365,699,23234358,3.372673294,1.66E-03,sRNA,CDS
SL1344_2848#gene2900,MgrR,NC_016810,3035924,3035951,-,NC_016810,1550809,1550843,+,39,2283,42967,23574172,9.372600621,7.57E-18,CDS,sRNA
nlpD#gene2957,RprA,NC_016810,3089229,3089292,-,NC_016810,1401716,1401724,-,39,12159,22723,23584540,3.329112643,4.80E-04,CDS,sRNA
tRNA-Leu#rna62,SL1344_1384#gene1406.nth#gene1407.IGR,NC_016810,3482491,3482491,-,NC_016810,1485260,1485260,+,39,3076,380,23615966,787.9531466,2.70E-90,tRNA,IGR
mltE#gene1750.AS,SL1344_1968#gene1996,NC_016810,1854978,1854982,+,NC_016810,2073618,2073619,+,39,30,350971,23268421,86.18645786,5.29E-46,AS,CDS
SL1344_2445#gene2491.acrD#gene2490.IGR,SL1344_2249#gene2288,NC_016810,2594633,2594663,-,NC_016810,2383678,2383678,-,39,141378,1200,23476844,5.39686111,1.07E-09,IGR,CDS
hilC#gene2899,STnc3640.AS,NC_016810,3035186,3035503,-,NC_016810,1915906,1915906,-,39,47654,3804,23567964,5.070453502,5.80E-09,CDS,AS
glpK#gene4108,STnc440,NC_016810,4316536,4316909,-,NC_016810,4580515,4580561,+,39,6636,40533,23572253,3.417830922,7.06E-04,CDS,sRNA
STnc500,fliC#gene1914,NC_016810,1172616,1172632,-,NC_016810,2005936,2005979,-,39,13083,4537,23601802,15.50720932,1.10E-25,sRNA,CDS
rfaB#gene3747,SdsR,NC_016810,3936326,3936332,-,NC_016810,1925621,1925639,-,39,528,23752,23595142,73.37584156,1.22E-50,CDS,sRNA
ArcZ,SL1344_2963#gene3016,NC_016810,3511862,3511862,+,NC_016810,3157127,3157197,-,38,121688,157,23497578,46.73683414,1.11E-40,sRNA,CDS
ArcZ,cbiG#gene2036,NC_016810,3511862,3511862,+,NC_016810,2104625,2104874,-,38,121688,239,23497496,30.7014952,1.51E-34,sRNA,CDS
glpA#gene2292,ArcZ,NC_016810,2389434,2389747,+,NC_016810,3511886,3511899,+,38,3475,27307,23588641,9.446212653,7.32E-18,CDS,sRNA
glpT#gene2291,ArcZ,NC_016810,2387130,2387253,-,NC_016810,3511915,3511918,+,38,10143,28925,23580355,3.05417658,1.31E-02,CDS,sRNA
ompC#gene2276,ArcZ,NC_016810,2363191,2363371,-,NC_016810,3511899,3511899,+,38,751,27307,23591365,43.71422057,5.25E-41,CDS,sRNA
ArcZ,phoP#gene1187,NC_016810,3511815,3511863,+,NC_016810,1276182,1276206,-,38,121688,751,23496984,9.770302888,1.26E-17,sRNA,CDS
ArcZ,trxA#gene3940.5UTR,NC_016810,3511862,3511862,+,NC_016810,4146376,4146378,+,38,121688,22,23497713,333.5329598,7.33E-65,sRNA,5UTR
SL1344_1322#gene1342.5UTR,CyaR,NC_016810,1430646,1430693,+,NC_016810,2228924,2228932,+,38,579,79994,23538850,19.31224937,6.56E-28,5UTR,sRNA
dmsC#gene4327,CyaR,NC_016810,4576710,4576861,+,NC_016810,2228891,2228931,+,38,541,96178,23522704,17.17899817,4.69E-26,CDS,sRNA
repA3.AS,CyaR,NC_017720,92068,92070,+,NC_016810,2228908,2228931,+,38,419,79994,23539010,26.68703673,8.13E-33,AS,sRNA
rfaI#gene3746,CyaR,NC_016810,3935388,3935416,-,NC_016810,2228888,2228932,+,38,2295,96178,23520950,4.049300654,1.15E-05,CDS,sRNA
siiF#gene4282,DapZ,NC_016810,4520514,4520514,+,NC_016810,74923,74924,+,38,709,177045,23441669,7.096467605,5.60E-13,CDS,sRNA
SL1344_1492#gene1513,InvR,NC_016810,1600441,1600492,-,NC_016810,3067533,3067585,+,38,244,397865,23221314,9.089601115,6.55E-16,CDS,sRNA
traT,InvR,NC_017720,10451,10496,-,NC_016810,3067553,3067588,+,38,371,397865,23221187,5.978033807,2.55E-10,NC_017720#gene,sRNA
traS,MicF,NC_017720,10649,10717,-,NC_016810,2364663,2364687,+,38,2984,30948,23585491,9.705035122,8.96E-18,NC_017720#gene,sRNA
hilD#gene2907,SL1344_1968#gene1996,NC_016810,3040815,3040847,+,NC_016810,2073616,2073618,+,38,436,350972,23268015,5.778085606,6.10E-10,CDS,CDS
sptP#gene2910,STnc440,NC_016810,3045108,3045156,-,NC_016810,4580559,4580565,+,38,151,40534,23578738,146.3887636,3.70E-59,CDS,sRNA
ugtL#gene1552.5UTR,STnc440,NC_016810,1648537,1648562,-,NC_016810,4580558,4580560,+,38,195,40534,23578694,113.3572413,2.18E-55,5UTR,sRNA
sprB#gene2898,STnc870,NC_016810,3033667,3033692,-,NC_016810,4292543,4292592,+,38,3118,19042,23597263,15.10276824,1.80E-24,CDS,sRNA
ompX#gene825,Spf,NC_016810,899098,899263,+,NC_016810,4230570,4230594,+,38,3961,51805,23563657,4.363648585,1.21E-06,CDS,sRNA
aph(3'')-Ib,prc#gene1796,NC_017719,7875,7884,-,NC_016810,1900736,1900737,-,38,3513,181,23615729,1411.328879,1.18E-96,NC_017719#gene,CDS
orgAa#gene2902,prgI#gene2905,NC_016810,3037076,3037094,-,NC_016810,3038690,3038868,-,38,935,1512,23616976,634.8110574,1.10E-84,CDS,CDS
SL1344_0559#gene566.3UTR,ArcZ,NC_016810,631557,631630,+,NC_016810,3511899,3511900,+,37,35,27308,23592081,913.2928048,4.62E-82,3UTR,sRNA
ArcZ,OxyS,NC_016810,3511815,3511872,+,NC_016810,4364304,4364312,-,37,121689,1858,23495877,3.845000071,9.70E-05,sRNA,sRNA
SL1344_2698#gene2749,ArcZ,NC_016810,2880139,2880267,-,NC_016810,3511898,3511917,+,37,530,56271,23562623,29.2324258,2.23E-33,CDS,sRNA
ArcZ,SL1344_3265#gene3321,NC_016810,3511815,3511863,+,NC_016810,3483611,3483614,-,37,121689,1,23497734,7144.57476,4.24E-77,sRNA,CDS
ArcZ,SL1344_4251#gene4334,NC_016810,3511862,3511869,+,NC_016810,4581325,4581538,-,37,121689,2092,23495643,3.414884791,2.33E-03,sRNA,CDS
ArcZ,ompR#gene3530,NC_016810,3511862,3511862,+,NC_016810,3681646,3681647,-,37,121689,17,23497718,420.2688174,4.86E-65,sRNA,CDS
ArcZ,yejK#gene2235,NC_016810,3511862,3511863,+,NC_016810,2325460,2325460,-,37,121689,14,23497721,510.3264863,1.35E-66,sRNA,CDS
SL1344_3758#gene3818,CyaR,NC_016810,4013727,4013734,-,NC_016810,2228925,2228931,+,37,74,79995,23539355,147.1301644,6.20E-56,CDS,sRNA
invG#gene2929,CyaR,NC_016810,3065772,3065851,-,NC_016810,2228887,2228932,+,37,516,96179,23522729,17.53716832,1.54E-25,CDS,sRNA
rfbP#gene2091,CyaR,NC_016810,2158814,2159074,-,NC_016810,2228897,2228931,+,37,2840,96179,23520405,3.186015779,1.36E-02,CDS,sRNA
tsf#gene218,DapZ,NC_016810,255259,255271,+,NC_016810,74893,74924,+,37,129,297342,23321953,22.49679606,6.81E-28,CDS,sRNA
