Gene_name,MAPS_logFC,MAPS_pValue,MAPS_FDR,Pulse_logFC,Pulse_pValue,Pulse_FDR,MFE,MFE_pValue,combi_2pvals,combi_3pvals
SroC,2.26,0.0234216275,0.071168293,-0.872868874,3.18118e-07,2.04959e-05,-7.9099998474121085,0.16382252559726962,0.025182423681302493,2.833529347887027e-07
phoP,2.25,0.0064174325,0.023674945,0.185498186,0.265902504,0.865346655,-5.480000019073486,0.4216639654240951,0.018704640037035244,0.024768699190346355
yaeL,2.25,0.007965169499999999,0.02848764,-0.156634492,0.422226862,0.951670844,-5.360000133514403,0.33367571533382245,0.01841913882690143,0.03463220902505648
SL1344_1878,2.25,0.0383215425,0.107799879,-0.04029587,0.849006041,0.988871448,-2.4100000858306885,0.8546996853194692,0.1447290725667038,0.30586862297378303
SL1344_0900,2.24,0.0047755585,0.018543065,0.076725502,0.707604085,0.980552058,-3.8199999332427983,0.64352856109906,0.020851820331531993,0.056376657116170216
araB,2.24,0.0038342055,0.015336822,-0.033655284,0.846477135,0.988871448,-4.309999942779541,0.4898138648688261,0.013667530088980627,0.04484296114197509
SL1344_3551,2.23,0.00612328,0.022804288,0.090350694,0.710167345,0.980552058,-6.199999809265138,0.4819477106100429,0.02014296568946497,0.054886063888247655
SL1344_1737,2.23,0.0128687445,0.042549881,-0.382728723,0.026097485,0.392332195,-1.6299999952316284,0.8659631438021735,0.06125630489213291,0.012300584510410184
SL1344_3024,2.23,0.0189126205,0.059028318,-0.353523772,0.11604249,0.673121066,-11.279999732971193,0.0651794113694396,0.00949009084493552,0.007014211483208434
SL1344_0494,2.23,0.007477705500000002,0.026990358,-0.13645337300000002,0.559964318,0.962120616,-6.630000114440918,0.2540394973070018,0.01380291018171357,0.03327302033156528
SL1344_0005,2.23,0.012989612,0.042870948,0.340809229,0.175298389,0.784710405,-4.800000190734863,0.4173047473200612,0.033702984442146075,0.030570065494757773
SL1344_2577,2.22,0.005723338,0.021556036,-0.054797001,0.8013634079999999,0.980552058,-0.8999999761581421,0.913647851727043,0.03270034230119791,0.08993698595998852
cyoB,2.22,0.038359642,0.107873412,0.08435773699999999,0.707741304,0.980552058,-8.130000114440918,0.09922621756941284,0.02501146987818307,0.06578660474845753
SL1344_1977,2.21,0.0058804205,0.02205922,0.328270024,0.173487938,0.77853791,-4.179999828338623,0.6145348063356848,0.02393374831998593,0.022298593382889656
clpA,2.21,0.012832482,0.042445541,0.032718305,0.8558540490000001,0.988871448,-11.170000076293944,0.037376961957967546,0.004145270403479208,0.016093107036295042
aroG,2.21,0.004588915,0.017934149,0.067359389,0.767591217,0.980552058,-6.21999979019165,0.6110755031406229,0.01928330995395625,0.055959567298869646
tlpA,2.19,0.0275428655,0.081352475,0.108352525,0.670296896,0.980552058,-5.110000133514403,0.4222957725289605,0.06343746963229623,0.13749087895142423
purN,2.19,0.0070253115,0.025593017000000003,-0.318142434,0.153804846,0.759356219,-5.539999961853027,0.2931785195936139,0.014799163087715922,0.013152108900238694
himA,2.19,0.01069503,0.036617639,-0.090954876,0.6421287410000001,0.974581643,-3.490000009536743,0.66107931316435,0.04208119900207921,0.09509926928415119
mraY,2.19,0.013250328,0.043548173,-0.28961817100000004,0.147089033,0.745361281,-6.0999999046325675,0.29475197699496763,0.02556327523214676,0.020854992955011257
hflX,2.19,0.007790766,0.027974805,-0.125527946,0.485504117,0.951670844,-5.829999923706055,0.4237708304641234,0.022164215128014312,0.04511602230361235
SL1344_3199,2.18,0.014821581,0.047934981,0.039457529,0.8475079209999999,0.988871448,-3.470000028610229,0.6795325234507149,0.05638184919518237,0.14603899600968193
ybaL,2.18,0.010751788,0.036763126,-0.087241908,0.641099278,0.974581643,-7.309999942779541,0.17115714063230025,0.013429845883906784,0.03595095085597787
rpsL,2.18,0.0036632505,0.014741253,0.059262791,0.7927728940000001,0.980552058,-4.5900001525878915,0.6411898662112154,0.016568321263153787,0.05035718446586042
sdaB,2.17,0.0042439265,0.016734521000000002,0.370189427,0.023389697,0.360641138,-8.8100004196167,0.1423521414004079,0.005081788109565001,0.0010530037166588914
SL1344_1867,2.17,0.0477772085,0.129902161,0.05484293,0.801932888,0.980552058,-5.010000228881836,0.5766524078929212,0.12650581348660705,0.26689131097038654
yaeJ,2.17,0.011109058500000001,0.037741509,0.011952213,0.963685275,0.991822998,-4.0900001525878915,0.6469436284795076,0.04265798240599895,0.12698900119359074
cca,2.16,0.0141177335,0.045996734,-0.421193096,0.037267216,0.440085389,-5.199999809265137,0.5243699806147881,0.04372074142949005,0.011802079417016352
SL1344_0398,2.16,0.0176944325,0.055786013,-0.415702549,0.084653818,0.630120645,-2.759999990463257,0.8248492497545926,0.07629019007257334,0.03720972011493467
flgE,2.15,0.008542161999999999,0.030239521,0.330528946,0.095181512,0.641725258,-7.809999942779541,0.15507936507936507,0.010103002837807865,0.006340410310963684
ygeD,2.15,0.0163216105,0.05196644,-0.236868293,0.36058598,0.922323362,-4.320000171661377,0.7788157894736842,0.0682004743667723,0.09573231876300349
SL1344_2122,2.14,0.008598057,0.030389684,0.513091199,0.041801135,0.474272002,-6.53000020980835,0.3921253515468059,0.022563510054410436,0.0069312441973419705
SL1344_0419,2.13,0.0176993565,0.055789122,-0.583900831,0.015308508,0.270750475,-7.0999999046325675,0.2116840451364091,0.024678902750357348,0.0033527934457682866
thrS,2.13,0.0039077415,0.015586039,0.180483062,0.318822867,0.8886253040000001,-1.6499999761581419,0.9349096705632306,0.024156552924543634,0.035609417442633864
SL1344_3701,2.12,0.012426659,0.041330555,0.017849293000000002,0.936764453,0.990289457,-5.630000114440918,0.3294499336381065,0.026603556022317214,0.08452587196048769
SL1344_1371,2.12,0.0081702005,0.029076823,0.215820412,0.412008351,0.942399755,-11.109999656677246,0.030870672860782256,0.002341911949377294,0.005427978428924322
SL1344_1167,2.12,0.0115786495,0.038991757,-0.083113668,0.752281175,0.980552058,-7.239999771118164,0.2284610814022579,0.018344904868705082,0.052857064161695465
barA,2.11,0.006390525,0.023604642,0.185122877,0.42576526,0.951670844,-2.3399999141693115,0.9093630919978224,0.035727626523807114,0.061887792558114024
galM,2.11,0.0069057915,0.02521872,0.26319318,0.238114849,0.861158581,-2.470000028610229,0.8218947368421052,0.035028622269189354,0.03977428197776786
SL1344_2223,2.1,0.0301409675,0.08788476699999999,-0.202961779,0.374596837,0.929724271,-2.990000009536743,0.7580366943703936,0.10918796385682072,0.14629852823159495
SL1344_0286,2.1,0.0123440605,0.04111648,-0.13323315800000002,0.557406456,0.962120616,-2.5,0.838415896232924,0.057654972647382556,0.1121681375015319
mioC,2.09,0.011495236,0.038797765,-0.484924255,0.042513892000000005,0.476366841,-0.7099999785423279,0.957192319798552,0.060622672952131224,0.01780525673146329
SL1344_4457,2.09,0.006388111,0.023600557,-0.052856349,0.800505369,0.980552058,-2.970000028610229,0.7274913572824291,0.029610103347589286,0.08273802546635667
grxB,2.08,0.024194342999999993,0.072975413,-0.090351636,0.672269234,0.980552058,-12.8100004196167,0.013300619834710745,0.002909578605174643,0.009744710612605302
recG,2.08,0.007327667,0.026539071,-0.365021475,0.104428884,0.649844828,-5.75,0.3796364711097976,0.019152031183646806,0.012289933664179884
murI,2.08,0.012939782,0.042729941,-0.174045408,0.494187089,0.951670844,-9.0,0.15519867091236328,0.014480388788047709,0.03158584255666806
proS,2.07,0.014240448,0.046304558,0.244654521,0.244427771,0.861158581,-2.4800000190734863,0.8628697815869505,0.06634300549737544,0.0711047325230208
murG,2.07,0.0102583835,0.035310292,-0.193802718,0.366614145,0.92521963,-12.050000190734865,0.04770690564048498,0.004219735981680285,0.008401827095258527
fadR,2.06,0.008088875,0.028850001,0.307971544,0.146259815,0.745361281,-2.630000114440918,0.7285757392878697,0.036149441885300455,0.028403341028810543
ptr,2.06,0.0058768515,0.022055004,0.398294518,0.103264717,0.649844828,-5.46999979019165,0.3006034904583265,0.012964557886446801,0.00851352460657757
murF,2.06,0.0111286535,0.037787726,0.264098254,0.25754983600000003,0.865346655,-6.579999923706055,0.28810932657086497,0.02161874031786696,0.027496982139264197
SL1344_4419,2.06,0.0124338125,0.041345826,0.280301703,0.268426773,0.865346655,-4.78000020980835,0.6482504604051565,0.0469170674156344,0.05616910021223899
SL1344_1697,2.06,0.018544099,0.058069007,0.13824716,0.596547928,0.973516337,-6.130000114440918,0.4073975518893028,0.044464420848433245,0.0946153877206438
nuoF,2.06,0.011150371,0.037831991,0.100015599,0.67089579,0.980552058,-6.610000133514403,0.2346192456618385,0.01817156559694472,0.04822397525090366
frdD,2.04,0.011092892,0.03770789,0.033322026,0.8539172540000001,0.988871448,-1.7200000286102295,0.8591105863833136,0.05387614713992907,0.14147808308698778
cobB,2.04,0.009106511,0.031880741000000004,-0.123891239,0.620132649,0.97404575,-7.46999979019165,0.11939854101533424,0.008507126122747503,0.023572961621393714
hemB,2.04,0.0101194415,0.034885291,0.092472961,0.6788371559999999,0.980552058,-3.490000009536743,0.6203426706554256,0.03810945155422423,0.09099772648857372
SL1344_1220,2.03,0.035658765499999995,0.101560487,-0.014789909,0.951870938,0.991822998,-10.050000190734863,0.2544454394268901,0.051739338519092126,0.14717798363896648
STnc670,2.03,0.008017391,0.028634674,0.026803316,0.891725166,0.989070004,-2.630000114440918,0.6753190255220418,0.03366995329515231,0.09924282431289455
yeiP,2.03,0.032488057,0.093743529,-0.055650381,0.8167439240000001,0.982270693,-1.7300000190734863,0.8886301369863013,0.13121229937543644,0.27750086053600836
SL1344_2035,2.02,0.012394198,0.041253013,0.27011672,0.162428759,0.760574713,-1.690000057220459,0.919677008074798,0.062399217730902144,0.050147054253867146
hupA,2.01,0.006656447,0.024406973,0.146342373,0.522439096,0.958980526,-3.369999885559082,0.7364542104544834,0.030972280666537424,0.06344268519096889
cpdB,2.01,0.0090573625,0.031733311,0.13585609099999998,0.634301716,0.974581643,-13.119999885559082,0.031278870265276495,0.0025976120959193844,0.008412273669044828
cysP,2.01,0.030282957000000006,0.08819899099999999,0.723187925,0.000581477,0.020979708,-4.739999771118164,0.5454286528054685,0.08429307142525834,0.0007615550571730806
glmU,2.0,0.0108758065,0.037088761,-0.364879243,0.06609636299999999,0.57325884,-3.0299999713897705,0.8906778514409417,0.05460459114557597,0.022659970215328454
rpoB,2.0,0.0102387785,0.035256264,0.016842413,0.923244532,0.990289457,-3.369999885559082,0.6748761294083357,0.04128530713962592,0.1201231503249957
repA3,1.99,0.0102290265,0.035229407000000004,-0.342168479,0.08933144900000001,0.630897413,-2.3199999332427983,0.7870722433460076,0.04687250891000003,0.02476015604381091
SL1344_2633,1.99,0.0281595995,0.082911568,-0.020972545,0.921340197,0.990289457,-2.880000114440918,0.7086625086625087,0.09806692216930159,0.23866521344657293
cydA,1.98,0.010358267,0.035599759,0.332703435,0.05397738,0.539442558,-4.960000038146973,0.4057507987220447,0.02720095070454925,0.010117306304319323
degS,1.98,0.017006135500000002,0.053898574000000005,0.032712384,0.88740028,0.989070004,-6.130000114440918,0.3698997599887053,0.038175581642511995,0.10967268917758215
nlpB,1.98,0.0143477505,0.046575927,-0.072290558,0.727846323,0.980552058,-2.890000104904175,0.68818347509113,0.05547012127890218,0.13018827893999965
RybA,1.97,0.0107740675,0.036825347,0.054632456,0.793125124,0.980552058,-7.380000114440918,0.18826340945300046,0.014605278978855333,0.04523719120743478
yhjN,1.97,0.023578405,0.071524202,-0.216359044,0.390102435,0.929724271,-8.609999656677246,0.15012141122696754,0.023516319849655895,0.040411955025559526
mukB,1.97,0.016180318500000002,0.051625919000000006,-0.109045547,0.547486958,0.962120616,-5.070000171661377,0.5722805652793984,0.05261430464094637,0.10264573508534969
ytfM,1.96,0.011672447,0.039270971,0.121220093,0.577535454,0.963536152,-6.9000000953674325,0.3107919687674289,0.024012329459321434,0.05487372943638633
SL1344_0429,1.95,0.030402125,0.088488921,0.27810592,0.232849876,0.861158581,-1.940000057220459,0.7226626776364996,0.10585499702781022,0.10329067317418278
gpt,1.95,0.0287127625,0.08437501800000001,-0.82365402,0.000275643,0.011050203,-3.470000028610229,0.8162621692033457,0.11140688932567265,0.0005449194229829552
glk,1.95,0.017041524,0.054001246,-0.046900132,0.8436865570000001,0.988871448,-2.539999961853028,0.8898962028642754,0.07868840870189328,0.19010284287245832
STnc1820,1.95,0.062805482,0.164347388,-0.284850058,0.297722442,0.867311043,-8.420000076293945,0.2168869705961694,0.07214172525081806,0.08790253440018014
frr,1.95,0.024772682999999993,0.074436376,0.328315533,0.082153447,0.630120645,-2.450000047683716,0.7374929735806633,0.09139429977489,0.04298265516759118
map,1.95,0.0480222325,0.13048969300000002,-0.187990018,0.433058805,0.951670844,-0.3199999928474426,0.9809778570367068,0.19103993995209542,0.25433146203170454
STnc1460,1.94,0.0203251435,0.062685058,0.097922907,0.52218609,0.958980526,-2.6700000762939453,0.7393238434163701,0.078108369689307,0.13808430272894767
SL1344_4247,1.94,0.023943285,0.072375479,-0.25581787300000003,0.179360425,0.788094051,-3.4600000381469727,0.6781091727630838,0.08313749637434754,0.06955635403679818
STnc1280,1.94,0.0300031415,0.087581986,0.21387581100000005,0.287798844,0.867311043,-4.309999942779541,0.5975290697674419,0.0900224991299299,0.10389863384229733
pepD,1.94,0.026631418,0.07923977900000001,-0.030856241,0.865584175,0.988871448,-0.8500000238418579,0.9358171571696932,0.11693464101720889,0.26307605571030857
rplP,1.94,0.0293620715,0.08601685199999999,0.250398812,0.296508345,0.867311043,-3.3199999332427983,0.652448132780083,0.0949255081018471,0.11098757501608764
SL1344_1768,1.93,0.007002644,0.02551954,-0.075173819,0.7036026740000001,0.980552058,-2.4800000190734863,0.7713859910581222,0.03360441677432854,0.0839926407705731
uvrD,1.92,0.018442328,0.05777037700000001,0.16066132800000002,0.520016875,0.958980526,-1.559999942779541,0.9054014598540144,0.08503281875544318,0.14770310134347736
fabB,1.91,0.0266833875,0.079360874,0.257967093,0.269667901,0.865346655,-5.0900001525878915,0.6318659396196302,0.0856975206270893,0.0951962901774807
fumC,1.9,0.0243821465,0.073406863,-0.280900399,0.257941863,0.865346655,-19.1299991607666,0.00026798874447273214,8.454178306677266e-05,0.0001730124991042441
glnS,1.9,0.0138630145,0.045264938,0.099075823,0.609189388,0.97404575,-15.270000457763672,0.0067548938516680465,0.0009622791986414019,0.003338024830254561
gcvP,1.89,0.028543124500000006,0.083944892,0.008679116,0.960459602,0.991822998,-1.940000057220459,0.8588156123822341,0.1154217694788077,0.27725310075533854
surA,1.89,0.0271918435,0.080535356,-0.05819888400000001,0.773230647,0.980552058,-2.619999885559082,0.7890545823078037,0.10388402723606215,0.22396224383950367
rpsL-leader,1.88,0.0402675835,0.112467441,0.155558316,0.40133189,0.935404044,-7.1599998474121085,0.23893930799773114,0.054301429347354956,0.0849330268001104
SL1344_1632,1.87,0.042624731500000006,0.117919055,0.185044053,0.393625483,0.930477739,-2.359999895095825,0.8144640551011623,0.15138206097084403,0.1982468910707408
cysW,1.86,0.0543111135,0.144893891,0.253279779,0.240882339,0.861158581,-8.710000038146973,0.06796280642434488,0.024368217475717293,0.029076719904361864
lon,1.86,0.0187355965,0.058536571,0.303787457,0.097705984,0.649844828,-8.949999809265137,0.14279824079164374,0.018523610813312746,0.011312532183462863
SibD,1.86,0.0107999605,0.036899865,0.306425901,0.08016569400000001,0.630120645,-2.2300000190734863,0.8630606860158311,0.05290129871197489,0.025490103272333565
mobC,1.86,0.0187398265,0.05853964900000001,0.068314822,0.787364753,0.980552058,-7.78000020980835,0.3861157448992686,0.04289870577505683,0.11121323792792033
glpA,1.86,0.012305612,0.041026287,0.198670944,0.375835226,0.929724271,-8.569999694824219,0.11359500909799845,0.010585706489857504,0.019471755918867482
rph,1.85,0.0167872245,0.053307786,-0.840272806,0.000645196,0.022822236,-8.90999984741211,0.0907258064516129,0.011403036170707134,0.00010859235197045732
tolB,1.85,0.0317233695,0.091860287,0.181872553,0.316535398,0.8886253040000001,-4.699999809265137,0.647495361781076,0.10034858150162726,0.12168007802676169
atpA,1.85,0.027464916000000002,0.08116196099999999,0.237754285,0.196171016,0.8173037240000001,-3.859999895095825,0.5533391153512576,0.07882335630950689,0.07073063818125058
dnaT,1.85,0.0178449,0.056162247,0.088201636,0.719462341,0.980552058,-8.5,0.1111111111111111,0.014322043322826517,0.041398107965077036
gapA,1.84,0.0244921495,0.073701148,0.386406034,0.044429,0.494752566,-2.6600000858306885,0.6414059980651403,0.08095837853051777,0.024201260388227404
ybjZ,1.84,0.0318627175,0.092160241,-0.106958705,0.619952384,0.97404575,-5.380000114440918,0.4949398249452954,0.08121044591057619,0.15971055317459693
STnc840,1.84,0.017393098,0.055009026,-0.7461028670000001,0.002846823,0.082833365,-7.190000057220459,0.2910641989589358,0.03182238567083623,0.0010705311647822918
cysJ,1.84,0.0515726955,0.138654459,0.010933011,0.96287316,0.991822998,-11.59000015258789,0.05,0.017948574914833943,0.06204341230303486
mukE,1.84,0.0348633325,0.099751707,-0.22033441,0.399471361,0.935404044,-1.3400000333786009,0.9379006410256412,0.14454076120096776,0.1926307374990087
cspD,1.84,0.032399458,0.093503144,0.054701705,0.757707721,0.980552058,-5.929999828338622,0.4803245436105477,0.0803464723958267,0.18039774589104424
vacJ,1.84,0.024671622999999993,0.074191712,0.037816805,0.869185192,0.988871448,-2.859999895095825,0.6365361393824392,0.08093747759342208,0.19810669572540074
mrcB,1.83,0.023539169,0.07141719,0.112610221,0.569862361,0.962120616,-2.859999895095825,0.8434683255046338,0.09767090055147329,0.17564886776088354
bisC,1.83,0.020445103,0.062983207,-0.17589239899999998,0.490489461,0.951670844,-8.739999771118164,0.16816939890710386,0.022942676497757858,0.04683223841982202
fliC,1.83,0.0215118205,0.065909178,0.140727608,0.51235458,0.957964143,-10.699999809265137,0.03582766439909297,0.006295371573167081,0.015615819841485872
SL1344_3293,1.83,0.0361537125,0.102710704,0.29271623,0.192879671,0.807320013,-3.190000057220459,0.8321167883211679,0.13549155967028487,0.11261624221084306
murE,1.83,0.020599228,0.06342410400000001,-0.18677785,0.336686304,0.8991572840000001,-4.4099998474121085,0.6166044776119403,0.06815702864704702,0.09122149451675722
clpX,1.83,0.0237618105,0.071947476,0.404695721,0.015986757,0.277308743,-5.320000171661377,0.2924325980392157,0.04147832384694589,0.005727394158373206
hflK,1.82,0.028865163500000006,0.08471247,0.049331883,0.805935828,0.980552058,-6.429999828338622,0.6723234339905166,0.09591067029697571,0.21586962681616612
SL1344_3011,1.82,0.0244609795,0.07363026,-0.17751973899999998,0.483155111,0.951670844,-1.8799999952316284,0.8204909890733646,0.09851423120300022,0.15885455202294269
rpoC,1.81,0.0242582265,0.073143641,0.111682833,0.5453296089999999,0.962120616,-6.320000171661378,0.29130492854280754,0.042062766467825245,0.08481218824797557
cheA,1.81,0.0220130275,0.06729595099999999,-0.188828172,0.311195308,0.884831165,-7.539999961853027,0.30846961840180825,0.04068949471099587,0.05521563258796505
yeeA,1.8,0.0357105425,0.101674584,-0.755466565,0.001926759,0.060980219,-4.71999979019165,0.3609296673249279,0.06897392515200183,0.0016841975923317484
secA,1.8,0.0183534565,0.057551947,-0.118893401,0.546532189,0.962120616,-8.010000228881836,0.16930270939348094,0.02104879536185344,0.04707278637054863
SL1344_2614,1.8,0.06822893599999999,0.17633954300000002,0.148857417,0.5174528970000001,0.958980526,-10.34000015258789,0.19047619047619047,0.06943905219600457,0.12448776219411589
SL1344_3944,1.8,0.013793851,0.045055417,-0.102546247,0.59914029,0.97404575,-14.020000457763672,0.01125650766849585,0.0015170466420460851,0.0049645727761356276
STnc2090,1.79,0.012783415,0.042322042,-0.08937199400000001,0.717282265,0.980552058,-7.170000076293945,0.3048071843634443,0.02551289265475056,0.06754366255609777
phoH,1.78,0.028576601,0.084029647,0.149284289,0.481732219,0.951670844,-0.8999999761581421,0.9432176656151421,0.12435544667246808,0.19190086837785494
spoU,1.78,0.0298582255,0.08721541199999999,-0.382159927,0.109100918,0.649844828,-4.760000228881836,0.6414025623735671,0.09490143504021713,0.05476487426497105
tpx,1.78,0.014321413,0.046509144,-0.15224868800000002,0.462746287,0.951670844,-6.190000057220459,0.41258646412586464,0.03622880791405959,0.06649237182200755
yjeP,1.78,0.0471753735,0.128556456,0.156366653,0.468614097,0.951670844,-4.380000114440918,0.631768953068592,0.13450858621463394,0.20100926825443144
ybeZ,1.78,0.0196008095,0.060881303,0.345237988,0.110701261,0.654281048,-10.649999618530273,0.04899224806201551,0.007632633392721716,0.005528193447469386
SL1344_3341,1.78,0.030443229,0.08857997599999999,-0.210966925,0.266315117,0.865346655,-0.20000000298023224,0.9886480908152736,0.13553895931458376,0.14005705867009258
SL1344_3196,1.76,0.0432312695,0.11937733,0.505138701,0.052748522,0.531610805,-6.869999885559082,0.21527057079318013,0.05283301934114128,0.018480373762631508
glyQ,1.76,0.0286150725,0.084129059,0.101761233,0.68963637,0.980552058,-5.860000133514403,0.28122912491649965,0.04685519227308219,0.10923512625075338
hemY,1.76,0.042183264500000005,0.116876992,0.041814673,0.847774055,0.988871448,-9.399999618530273,0.09822289571566332,0.02687487456186777,0.07945751494683236
fba,1.75,0.033896372,0.097309127,0.26728866,0.245770696,0.861158581,-4.449999809265137,0.44413489736070383,0.07822462010051769,0.08242142844407803
SL1344_1968,1.75,0.0198057395,0.061390987,-0.216470892,0.33498488600000004,0.8991572840000001,-10.6899995803833,0.04606963661243728,0.007298984344104805,0.012789148654872205
cysG,1.75,0.030280375,0.08819899099999999,-0.029745571,0.904961496,0.990289457,-7.0900001525878915,0.20710732054015635,0.038077837040169926,0.1109206600956476
pyrH,1.75,0.030310214,0.088249881,-0.139238365,0.5248618620000001,0.958980526,-1.440000057220459,0.91510989010989,0.12717444574635955,0.2063530822435686
sucA,1.74,0.0317333955,0.091865791,0.181000629,0.253719017,0.865346655,-1.5199999809265137,0.8239975035106881,0.12143172603279143,0.12335248943280928
slyB,1.74,0.0451306585,0.123732079,0.215143735,0.235720279,0.861158581,-4.119999885559082,0.6933949442783365,0.13970452735714223,0.13248788370096232
lysS,1.72,0.029408799,0.086121443,0.112962411,0.5436234320000001,0.962120616,-1.4199999570846558,0.9229134192999858,0.12503350618315914,0.20810709583012368
bax,1.72,0.019044485,0.059388506,0.009372926,0.958525413,0.991822998,-6.070000171661378,0.4636757928978043,0.05059457754466841,0.1452245721967649
pflB,1.71,0.038382521,0.107920929,0.407302347,0.014395855,0.265001258,-1.9099999666213991,0.8584147041929925,0.1453941597448293,0.017996847402051024
leuL,1.71,0.0483652915,0.131283457,-0.102508452,0.657437661,0.978681937,-5.150000095367432,0.5273597811217511,0.11908314095295942,0.22545554699004952
cheZ,1.71,0.0158016625,0.050602423,0.026554343,0.892973285,0.989070004,-5.949999809265138,0.30966526590349225,0.03092471612767327,0.0926006235035159
SL1344_3772,1.7,0.032891163,0.094694634,0.17640605199999998,0.382353683,0.929724271,-2.5,0.8096264367816092,0.12318122741146469,0.1640110206819189
fdnI,1.69,0.025672237,0.076778375,-0.015690173,0.942437197,0.990619629,-3.7100000381469727,0.5827562326869806,0.07783029182719764,0.2022190829552318
accC,1.68,0.0358692855,0.102079493,0.403763034,0.057047247,0.547410814,-5.6599998474121085,0.3978806793438816,0.07491893860753122,0.02720375866183483
rpoD,1.68,0.042569045,0.117837283,0.293603173,0.108932244,0.649844828,-9.079999923706056,0.12590489709013486,0.03338449773175078,0.021115402348916536
SL1344_0148,1.68,0.0200452745,0.061910075,0.128628493,0.439510311,0.951670844,-1.3700000047683716,0.9022321428571428,0.09065615067980176,0.13927889775165522
SL1344_4410,1.68,0.0502551345,0.135718956,0.245764578,0.289452821,0.867311043,-4.889999866485597,0.5727770177838577,0.13091127684762643,0.1437129403291253
metK,1.67,0.0369909715,0.104660778,0.158018144,0.4828221270000001,0.951670844,-4.460000038146973,0.509088200238379,0.09363510529872174,0.15226803404728576
hexR,1.67,0.0576708775,0.152862566,-0.331102719,0.155210214,0.759356219,-3.470000028610229,0.5919848990852329,0.1494415037468072,0.10582143525200198
ppiD,1.66,0.02766605,0.081604896,0.08736454199999999,0.661013813,0.978681937,-6.119999885559082,0.3424366775152116,0.053614694831597025,0.1186207847763077
flgF,1.66,0.041576010499999996,0.115549412,0.229979818,0.314399544,0.884831165,-6.480000019073486,0.44829389462674857,0.09286590049590922,0.11337384573924843
SL1344_3343,1.65,0.0499134675,0.13492971199999998,-0.17383728899999998,0.507738469,0.957964143,-9.210000038146973,0.2483465179613539,0.06681844764952682,0.11902553648583698
crr,1.65,0.0523850785,0.140545332,0.016231628,0.939409471,0.990289457,-5.3400001525878915,0.3366322008862629,0.08884083072527295,0.22375803991574938
araC,1.65,0.04694299,0.128019885,0.254917763,0.312979618,0.884831165,-8.470000267028809,0.09131307339449543,0.02765776588151837,0.039557764120944625
fklB,1.64,0.053376485,0.142759346,-0.085915799,0.750302129,0.980552058,-8.329999923706055,0.10363391655450876,0.034280937711525884,0.08933583446488717
SL1344_1583,1.64,0.0528520425,0.14165069800000002,-0.190920816,0.387250971,0.929724271,-12.6899995803833,0.032073154087621125,0.01251006322140892,0.023095860885543242
SL1344_0489,1.64,0.046332213,0.126701282,-0.042939229,0.874056913,0.988871448,-2.400000095367432,0.8178977272727272,0.1619229519079415,0.3382866258277902
cysC,1.64,0.0859832995,0.21469048,0.39361598,0.109147995,0.649844828,-2.0999999046325684,0.8261124981641944,0.2588846670226777,0.13697906072701635
SL1344_2302,1.63,0.0379444075,0.106915883,-0.298355774,0.191272124,0.804323806,-7.75,0.21455834242093785,0.04730745799072649,0.04416551540679839
acrA,1.63,0.0410862415,0.114364419,0.190378442,0.365207242,0.92521963,-5.380000114440918,0.35576213663863065,0.07638185758265792,0.10636008748774592
pagN,1.63,0.031973573,0.092406802,-0.093854069,0.6796994909999999,0.980552058,-3.2799999713897705,0.6858215420155934,0.10569339172071948,0.20943407937524827
yhjU,1.61,0.054730643,0.145905246,-0.147414754,0.553450985,0.962120616,-11.470000267028807,0.0345067482955336,0.01373359984992025,0.0328385787753307
ams,1.61,0.0249604365,0.074860562,0.08576728300000001,0.6238651279999999,0.97404575,-4.320000171661377,0.540386803185438,0.07156797020870252,0.14466197706767125
rplD,1.61,0.0249147745,0.074785778,0.379804157,0.070278428,0.592440583,-2.4200000762939453,0.8737039170506913,0.10508149798668043,0.04359196525387123
rplN,1.6,0.0273088085,0.080815437,-0.08830327,0.6884661459999999,0.980552058,-4.670000076293945,0.4993017843289372,0.07220034324867963,0.15550588378880228
GlmZ,1.59,0.06493693099999999,0.169188653,-0.414818911,0.008721172,0.188337843,-1.6100000143051147,0.8694942903752039,0.2187452065065008,0.018524402263883303
sRNA7,1.59,0.187030567,0.420754636,-0.5881169820000001,0.015101243,0.270750475,-9.420000076293944,0.12749557745766996,0.11293635958720993,0.014535247073508485
SL1344_3432,1.58,0.0368393125,0.104360444,0.121121519,0.63941457,0.974581643,-10.149999618530273,0.10210760570755334,0.024762132384796184,0.06063833578385554
CsrC,1.58,0.0354644385,0.101134756,-0.424555267,0.073384466,0.604500354,-7.110000133514403,0.31116806042622064,0.060768054654707075,0.027094027396743554
flaG,1.58,0.0311504415,0.090404435,-0.026485154,0.929156617,0.990289457,-8.989999771118164,0.14190860565030594,0.028386336874603593,0.0886874203021975
pps,1.58,0.0367001685,0.104050139,0.073446523,0.63313915,0.974558897,-4.730000019073486,0.49560708627394495,0.09107065342692353,0.17766673436937366
SL1344_2412,1.56,0.09879937,0.241280714,0.019151309,0.937771697,0.990289457,-6.0,0.37046109510086456,0.157666453040916,0.3451878287026907
dapD,1.56,0.0532905075,0.142578771,0.159973216,0.478061955,0.951670844,-3.5899999141693115,0.7377296408006581,0.1665409255970308,0.24190959327414388
