RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
sptP#gene2910,STnc870,NC_016810,3045747,3045773,-,NC_016810,4292592,4292599,+,47,16279,21158,19699246,2.688098172,0.023184324,CDS,sRNA
ArcZ,SL1344_1927B#gene1955,NC_016810,3511862,3511862,+,NC_016810,2040235,2040248,-,46,116355,165,19620164,47.01013195,4.55E-50,sRNA,CDS
invC#gene2925,ArcZ,NC_016810,3059371,3059575,-,NC_016810,3511899,3511916,+,46,2440,41869,19692375,8.866934788,7.20E-21,CDS,sRNA
rfaL#gene3741,ArcZ,NC_016810,3930574,3930938,+,NC_016810,3511899,3511899,+,46,148,23647,19712889,259.1017471,1.91E-83,CDS,sRNA
ArcZ,sopE#gene2725,NC_016810,3511863,3511863,+,NC_016810,2863162,2863202,+,46,116355,1538,19618791,5.042996728,3.19E-11,sRNA,CDS
motA#gene1880,CyaR,NC_016810,1977678,1978056,-,NC_016810,2228909,2228931,+,46,969,52687,19683028,17.73464479,2.41E-33,CDS,sRNA
siiB#gene4278,CyaR,NC_016810,4500942,4500994,+,NC_016810,2228925,2228931,+,46,2616,52687,19681381,6.568590535,1.14E-15,CDS,sRNA
SL1344_1640#gene1661,InvR,NC_016810,1758391,1758626,-,NC_016810,3067547,3067585,+,46,533,332984,19403167,5.02897965,7.96E-11,CDS,sRNA
lpxC#gene135,InvR,NC_016810,157127,157334,+,NC_016810,3067551,3067586,+,46,935,332984,19402765,2.866727935,0.007611952,CDS,sRNA
pduA#gene2046.5UTR,InvR,NC_016810,2114535,2114576,+,NC_016810,3067536,3067586,+,46,375,332984,19403325,7.147914615,2.30E-16,5UTR,sRNA
MicA,SL1344_1663#gene1684,NC_016810,2989429,2989436,+,NC_016810,1784938,1784940,-,46,3963,27553,19705168,8.301278973,9.32E-20,sRNA,CDS
MicA,invB#gene2926,NC_016810,2989460,2989461,+,NC_016810,3060862,3060906,-,46,3963,9698,19723023,23.60614447,4.60E-39,sRNA,CDS
nagE#gene680.5UTR,STnc930,NC_016810,744612,744644,+,NC_016810,514548,514580,+,46,353,1215,19735116,2116.637723,1.46E-126,5UTR,sRNA
sucB#gene731.sucC#gene732.IGR,Spf,NC_016810,805293,805487,+,NC_016810,4230536,4230613,+,46,5873,32010,19698801,4.820054509,1.23E-10,IGR,sRNA
sipD#gene2914,sipB#gene2916,NC_016810,3050057,3050184,-,NC_016810,3051858,3052264,-,46,2029,9334,19725321,47.91065051,1.14E-52,CDS,CDS
SL1344_1710#gene1733,PK-repZ.AS,NC_016810,1837539,1837551,-,NC_017718,338,342,-,45,1207,3068,19732410,239.789421,2.54E-82,CDS,AS
cap#gene3494,ArcZ,NC_016810,3636901,3637164,+,NC_016810,3511899,3511915,+,45,1116,41870,19693699,18.96586497,8.28E-34,CDS,sRNA
ArcZ,fruB#gene2215.5UTR,NC_016810,3511862,3511863,+,NC_016810,2305114,2305280,-,45,116356,74,19620255,102.5407899,2.46E-61,sRNA,5UTR
ArcZ,gcd#gene170,NC_016810,3511862,3511867,+,NC_016810,200523,200530,-,45,116356,407,19619922,18.64346355,6.69E-33,sRNA,CDS
ArcZ,yejK#gene2235,NC_016810,3511862,3511862,+,NC_016810,2325460,2325468,-,45,116356,24,19620305,316.1682412,5.38E-76,sRNA,CDS
ArcZ,yfhD#gene2573,NC_016810,3511862,3511862,+,NC_016810,2710593,2710596,+,45,116356,32,19620297,237.1260842,1.03E-72,sRNA,CDS
cbiC#gene2041,CyaR,NC_016810,2108811,2109287,-,NC_016810,2228879,2228931,+,45,4102,72442,19660141,2.977234576,0.002540863,CDS,sRNA
glpQ#gene2290,CyaR,NC_016810,2385611,2385773,-,NC_016810,2228910,2228931,+,45,5371,52688,19678626,3.129251146,0.00053968,CDS,sRNA
SgrS,OmrA,NC_016810,128742,128746,+,NC_016810,3191584,3191584,-,45,2050,63242,19671393,6.827916034,7.84E-16,sRNA,sRNA
putP#gene1080,RybB,NC_016810,1169122,1169125,+,NC_016810,941813,941813,-,45,1615,47342,19687728,11.58747971,6.01E-25,CDS,sRNA
STnc440,RyeF,NC_016810,4580485,4580499,+,NC_016810,1958513,1958557,-,45,39314,4994,19692377,4.513514936,2.83E-09,sRNA,sRNA
SL1344_4424#gene4514,SL1344_1968#gene1996,NC_016810,4765590,4765623,-,NC_016810,2073568,2073570,+,45,33,21559,19715093,1247.006713,3.31E-105,CDS,CDS
mpl#gene4436,STnc440,NC_016810,4677262,4677268,+,NC_016810,4580534,4580564,+,45,673,39827,19696185,33.0675463,5.52E-44,CDS,sRNA
SL1344_2250#gene2289.AS,ArcZ,NC_016810,2384801,2384805,-,NC_016810,3511914,3511918,+,44,76,18178,19718432,628.0082691,1.99E-94,AS,sRNA
ArcZ,yadS#gene206.AS,NC_016810,3511862,3511862,+,NC_016810,240644,240644,+,44,116357,16,19620313,463.7096243,6.20E-78,sRNA,AS
ppiC#gene3934,DapZ,NC_016810,4140527,4140527,-,NC_016810,74876,74882,+,44,39,127651,19608996,173.3082377,1.52E-66,CDS,sRNA
SL1344_3158#gene3215,FnrS,NC_016810,3368005,3368087,-,NC_016810,1706804,1706853,-,44,496,94323,19641867,18.472946,4.54E-32,CDS,sRNA
MicC,InvR,NC_016810,1702612,1702630,-,NC_016810,3067508,3067585,+,44,664,332986,19403036,3.861253474,2.24E-06,sRNA,sRNA
dcuA#gene4346.5UTR,MgrR,NC_016810,4591526,4591744,-,NC_016810,1550836,1550845,+,44,2827,43184,19690675,7.096833313,4.82E-16,5UTR,sRNA
MgrR,yhjW#gene3662,NC_016810,1550799,1550801,+,NC_016810,3843470,3843524,-,44,5221,7519,19723946,22.10714722,5.77E-36,sRNA,CDS
prgJ#gene2904,RUF_220c,NC_016810,3038411,3038487,-,NC_016810,3035620,3035632,-,44,1439,59005,19676242,10.19636147,4.83E-22,CDS,sRNA
RprA,SL1344_2984#gene3039,NC_016810,1401730,1401731,-,NC_016810,3186015,3186260,+,44,98284,1521,19636881,5.779804482,1.21E-12,sRNA,CDS
SL1344_1663#gene1684,STnc440,NC_016810,1785026,1785073,-,NC_016810,4580534,4580565,+,44,7337,39828,19689521,2.964700386,0.004251385,CDS,sRNA
SL1344_1896#gene1922.5UTR,STnc440,NC_016810,2012946,2013005,+,NC_016810,4580534,4580559,+,44,868,39828,19695990,25.06814903,6.18E-38,5UTR,sRNA
STnc870,SL1344_3211#gene3268,NC_016810,4292542,4292543,+,NC_016810,3425172,3425190,-,44,18237,102,19718347,466.4118884,7.71E-90,sRNA,CDS
STnc440,STnc1190,NC_016810,4580513,4580520,+,NC_016810,4601125,4601191,+,44,6967,1074,19728645,116.0111796,1.22E-66,sRNA,sRNA
rfaZ#gene3743,STnc2040,NC_016810,3932647,3932662,-,NC_016810,1819371,1819371,-,44,22,24474,19712190,1610.86786,1.34E-104,CDS,sRNA
STnc440,invA#gene2927,NC_016810,4580516,4580521,+,NC_016810,3061991,3061997,-,44,6967,6631,19723088,18.78463455,5.13E-33,sRNA,CDS
STnc440,sprB#gene2898,NC_016810,4580503,4580513,+,NC_016810,3033604,3033634,-,44,6967,8773,19720946,14.19666978,5.28E-28,sRNA,CDS
sipB#gene2916,SdsR,NC_016810,3052814,3052830,-,NC_016810,1925621,1925621,-,44,1501,7419,19727766,77.94791826,3.11E-59,CDS,sRNA
invA#gene2927,invI#gene2924,NC_016810,3061050,3061063,-,NC_016810,3059022,3059022,-,44,3944,3647,19729095,60.35137524,1.57E-54,CDS,CDS
ArcZ,acrB#gene475,NC_016810,3511862,3511863,+,NC_016810,530244,530473,-,43,116358,57,19620272,127.2044709,2.11E-61,sRNA,CDS
ArcZ,hha#gene473.maa#gene472.IGR,NC_016810,3511862,3511863,+,NC_016810,527414,527880,-,43,116358,1769,19618560,4.09837319,3.66E-07,sRNA,IGR
ArcZ,mltA#gene3021.AS,NC_016810,3511862,3511863,+,NC_016810,3162204,3162207,+,43,116358,5,19620324,1450.134812,1.28E-83,sRNA,AS
ArcZ,rpsK#gene3445,NC_016810,3511815,3511863,+,NC_016810,3606730,3606766,-,43,116358,312,19620017,23.2389763,6.78E-35,sRNA,CDS
basS#gene4311.AS,ChiX,NC_016810,4554059,4554076,+,NC_016810,555532,555573,+,43,3,9700994,10035690,14.82785063,0.000655121,AS,sRNA
SL1344_1663#gene1684,CyaR,NC_016810,1785186,1785194,-,NC_016810,2228925,2228932,+,43,4559,52690,19679438,3.522762435,2.30E-05,CDS,sRNA
SL1344_3169#gene3226.SroG.IGR,CyaR,NC_016810,3379647,3379706,-,NC_016810,2228909,2228931,+,43,1522,52690,19682475,10.55371381,4.69E-22,IGR,sRNA
siiE#gene4281,InvR,NC_016810,4512308,4512430,+,NC_016810,3067539,3067585,+,43,386,332987,19403314,6.491271649,1.61E-13,CDS,sRNA
RyfD,lppA#gene1331.5UTR,NC_016810,2805220,2805224,-,NC_016810,1416221,1416483,-,43,7023,17339,19712325,6.960806984,2.62E-15,sRNA,5UTR
SL1344_1678#gene1699.AS,STnc870,NC_016810,1798307,1798460,-,NC_016810,4292581,4292598,+,43,5574,21162,19709951,7.185058786,8.24E-16,AS,sRNA
hilD#gene2907,STnc440,NC_016810,3040613,3040634,+,NC_016810,4580519,4580566,+,43,3592,39829,19693266,5.919029058,1.03E-12,CDS,sRNA
invJ#gene2923,STnc440,NC_016810,3058367,3058478,-,NC_016810,4580516,4580565,+,43,5134,39829,19691724,4.140920843,2.15E-07,CDS,sRNA
STnc440,prgH#gene2906,NC_016810,4580501,4580520,+,NC_016810,3039618,3039622,-,43,6968,14268,19715451,8.527150519,1.31E-18,sRNA,CDS
aph(3'')-Ib,sulII,NC_017719,8484,8671,-,NC_017719,462,711,-,43,1964,846,19733877,510.7037256,2.54E-92,NC_017719#gene,NC_017719#gene
ArcZ,hyaC2#gene1487,NC_016810,3511862,3511862,+,NC_016810,1568548,1568602,-,42,116359,333,19619996,21.26689031,1.61E-32,sRNA,CDS
ArcZ,hyb0#gene3181,NC_016810,3511862,3511863,+,NC_016810,3334375,3334398,-,42,116359,199,19620130,35.58755197,7.33E-41,sRNA,CDS
yjeH#gene4349.AS,ArcZ,NC_016810,4594063,4594066,+,NC_016810,3511899,3511916,+,42,104,41873,19694711,189.9465834,1.98E-69,AS,sRNA
garL#gene3277.5UTR,DapZ,NC_016810,3438864,3439028,-,NC_016810,74876,74902,+,42,72,261284,19475332,43.47993116,8.58E-42,5UTR,sRNA
sipD#gene2914,DapZ,NC_016810,3049413,3049500,-,NC_016810,74882,74893,+,42,1856,127653,19607179,3.475805023,0.000114653,CDS,sRNA
InvR,aspA#gene4347,NC_016810,3067509,3067520,+,NC_016810,4592553,4592593,-,42,311119,676,19424893,3.879133227,6.20E-06,sRNA,CDS
rpsI#gene3372,InvR,NC_016810,3533905,3534016,-,NC_016810,3067543,3067586,+,42,258,332988,19403442,9.485927002,1.04E-18,CDS,sRNA
slrP#gene793,InvR,NC_016810,867646,867764,+,NC_016810,3067532,3067584,+,42,367,332988,19403333,6.668543374,1.77E-13,CDS,sRNA
phoN#gene4338.SL1344_4254#gene4337.IGR,RprA,NC_016810,4583992,4583993,-,NC_016810,1401684,1401688,-,42,0,64841,19671847,inf,2.84E-98,IGR,sRNA
ompC#gene2276.5UTR,RybB,NC_016810,2364370,2364391,-,NC_016810,941813,941820,-,42,5834,47345,19683509,2.993031364,0.007807561,5UTR,sRNA
SL1344_3126#gene3183,STnc870,NC_016810,3336615,3336652,-,NC_016810,4292568,4292599,+,42,1239,21163,19714286,31.57779527,3.57E-40,CDS,sRNA
STnc870,STnc3610,NC_016810,4292543,4292543,+,NC_016810,1850275,1850298,-,42,18239,33,19718416,1375.96172,4.25E-100,sRNA,sRNA
STnc870,aroK#gene3515,NC_016810,4292542,4292543,+,NC_016810,3664011,3664014,-,42,18239,272,19718177,166.9345089,5.04E-69,sRNA,CDS
sipC#gene2915,sipD#gene2914,NC_016810,3050594,3050698,-,NC_016810,3049114,3049476,-,42,2314,3352,19731022,106.8394163,4.85E-62,CDS,CDS
groEL#gene4351.3UTR,OxyS,NC_016810,4597361,4597399,+,NC_016810,4364303,4364312,-,41,82,1700,19734907,5804.384412,1.55E-127,3UTR,sRNA
ArcZ,hilC#gene2899,NC_016810,3511862,3511863,+,NC_016810,3034667,3034678,-,41,116360,765,19619564,9.036662465,1.38E-18,sRNA,CDS
ArcZ,tag#gene3669,NC_016810,3511862,3511867,+,NC_016810,3851161,3851161,+,41,116360,67,19620262,103.1834736,1.64E-55,sRNA,CDS
SL1344_2644#gene2695.gpB#gene2696.IGR,GcvB,NC_016810,2825678,2825684,+,NC_016810,3156852,3156854,+,41,217,136142,19600330,27.20165824,2.50E-35,IGR,sRNA
siiE#gene4281,InvR,NC_016810,4517209,4517222,+,NC_016810,3067584,3067586,+,41,261,332989,19403439,9.153605088,1.28E-17,CDS,sRNA
bacA#gene3235,MicF,NC_016810,3391935,3392085,-,NC_016810,2364691,2364721,+,41,1901,83986,19650802,5.046323895,1.67E-09,CDS,sRNA
gptB#gene1781.5UTR,RprA,NC_016810,1885994,1886000,+,NC_016810,1401685,1401704,-,41,69,98429,19638191,118.5531705,4.61E-58,5UTR,sRNA
STnc440,SL1344_4467#gene4558,NC_016810,4580519,4580519,+,NC_016810,4815965,4815967,+,41,6970,3,19729716,38685.71765,2.47E-131,sRNA,CDS
sipB#gene2916,STnc3640.AS,NC_016810,3052814,3052830,-,NC_016810,1915906,1915906,-,41,1504,1197,19733988,449.4244854,1.28E-85,CDS,AS
ArcZ,SL1344_0360#gene366,NC_016810,3511862,3511863,+,NC_016810,414706,414733,-,40,116361,454,19619875,14.85569347,3.73E-25,sRNA,CDS
ArcZ,SL1344_1489#gene1510,NC_016810,3511815,3511862,+,NC_016810,1596234,1596237,-,40,116361,0,19620329,inf,3.76E-83,sRNA,CDS
ArcZ,SL1344_1988#gene2018,NC_016810,3511862,3511862,+,NC_016810,2091302,2091373,-,40,116361,1138,19619191,5.926405717,1.89E-11,sRNA,CDS
ArcZ,SL1344_1990#gene2021,NC_016810,3511862,3511862,+,NC_016810,2092248,2092391,-,40,116361,183,19620146,36.85561746,3.31E-39,sRNA,CDS
SL1344_3566#gene3627.5UTR,ArcZ,NC_016810,3795715,3795726,-,NC_016810,3511899,3511915,+,40,71,41875,19694744,264.9702787,1.47E-70,5UTR,sRNA
ArcZ,rfbJ#gene2098,NC_016810,3511862,3511862,+,NC_016810,2167879,2167892,-,40,116361,743,19619586,9.077234845,1.30E-17,sRNA,CDS
cydB#gene735,CyaR,NC_016810,810924,811298,+,NC_016810,2228891,2228931,+,40,2610,72447,19661633,4.15928484,1.52E-06,CDS,sRNA
murC#gene130,CyaR,NC_016810,151213,151215,+,NC_016810,2228891,2228931,+,40,94,72447,19664149,115.5013041,3.55E-57,CDS,sRNA
traK,CyaR,NC_017720,29906,29908,-,NC_016810,2228930,2228932,+,40,4,52693,19683993,3735.599226,8.81E-92,NC_017720#gene,sRNA
GJB7-4646.repA2.IGR,RybB,NC_017720,76078,76140,+,NC_016810,941812,941813,-,40,4568,47347,19684775,3.640590947,7.64E-05,IGR,sRNA
msbA#gene937,InvR,NC_016810,1027004,1027299,+,NC_016810,3067536,3067586,+,40,51,332990,19403649,45.70271851,3.16E-39,CDS,sRNA
yafA,MgrR,NC_017718,5489,5540,-,NC_016810,1550836,1550837,+,40,485,43188,19693017,37.60688966,1.40E-40,NC_017718#gene,sRNA
SL1344_1663#gene1684,RybD,NC_016810,1785190,1785196,-,NC_016810,807381,807431,+,40,4562,15426,19716702,11.20690411,3.28E-21,CDS,sRNA
slrP#gene793,SL1344_1968#gene1996,NC_016810,867083,867083,+,NC_016810,2073618,2073618,+,40,112,192889,19543689,36.18603927,6.29E-38,CDS,CDS
STnc870,SL1344_2202#gene2234,NC_016810,4292542,4292557,+,NC_016810,2325027,2325076,-,40,18241,891,19717558,48.5273718,3.39E-45,sRNA,CDS
STnc870,SL1344_4339#gene4426,NC_016810,4292542,4292544,+,NC_016810,4664065,4664075,+,40,18241,13207,19705242,3.271816535,0.001569026,sRNA,CDS
STnc440,proP#gene4310.basS#gene4311.IGR,NC_016810,4580496,4580499,+,NC_016810,4553884,4553887,+,40,39319,5165,19692206,3.878658754,1.16E-05,sRNA,IGR
STnc475,STnc810,NC_016810,142801,142898,+,NC_016810,4467964,4467988,-,40,26544,5506,19704640,5.392944121,3.68E-10,sRNA,sRNA
STnc870,cydA#gene734.5UTR,NC_016810,4292542,4292555,+,NC_016810,808890,808968,+,40,18241,351,19718098,123.1882405,1.39E-60,sRNA,5UTR
yadI#gene179.5UTR,STnc870,NC_016810,209223,209265,+,NC_016810,4292592,4292599,+,40,111,21165,19715414,335.6793619,5.12E-76,5UTR,sRNA
slrP#gene793,Spf,NC_016810,866706,866731,+,NC_016810,4230540,4230548,+,40,1250,29168,19706272,21.61960724,1.03E-31,CDS,sRNA
dhaB#gene2048,sipC#gene2915,NC_016810,2116498,2116498,+,NC_016810,3050681,3050681,-,40,37,2514,19734139,8486.159238,1.60E-127,CDS,CDS
tRNA-Leu#rna80,fliC#gene1914,NC_016810,4162680,4162681,+,NC_016810,2006459,2006569,-,40,16561,6948,19713181,6.852835926,1.18E-13,tRNA,CDS
ybeJ#gene660.5UTR,gltJ#gene659,NC_016810,729284,729286,-,NC_016810,728114,728200,-,40,822,261129,19474739,3.62914829,0.000127305,5UTR,CDS
SL1344_0559#gene566.3UTR,ArcZ,NC_016810,631518,631557,+,NC_016810,3511883,3511899,+,39,79,23654,19712958,411.4193558,1.59E-76,3UTR,sRNA
SroC,SL1344_2594#gene2640.3UTR,NC_016810,728301,728312,-,NC_016810,2770145,2770146,+,39,692595,49,19044047,21.88509417,2.81E-26,sRNA,3UTR
ArcZ,SL1344_2715#gene2765,NC_016810,3511862,3511862,+,NC_016810,2893681,2893711,-,39,116362,778,19619551,8.452066338,5.33E-16,sRNA,CDS
ArcZ,cobC#gene638,NC_016810,3511862,3511862,+,NC_016810,704046,704484,-,39,116362,109,19620220,60.32964985,2.95E-45,sRNA,CDS
ArcZ,pepD#gene318,NC_016810,3511862,3511862,+,NC_016810,361859,361899,-,39,116362,261,19620068,25.19494593,2.13E-32,sRNA,CDS
AvrA#gene2897,sprB#gene2898,NC_016810,3032215,3032640,-,NC_016810,3033558,3033734,-,39,1298,12226,19723167,48.47102181,4.93E-44,CDS,CDS
SL1344_0846#gene862,CyaR,NC_016810,943604,943608,-,NC_016810,2228911,2228931,+,39,1250,52694,19682747,11.65411065,5.19E-21,CDS,sRNA
SL1344_1872#gene1894,CyaR,NC_016810,1990178,1990179,-,NC_016810,2228888,2228892,+,39,579,19715,19716397,67.36228589,3.25E-49,CDS,sRNA
SL1344_2731#gene2780,CyaR,NC_016810,2910182,2910228,+,NC_016810,2228930,2228933,+,39,688,52694,19683309,21.17449747,2.83E-30,CDS,sRNA
cydB#gene735,CyaR,NC_016810,810331,810549,+,NC_016810,2228912,2228931,+,39,2075,52694,19681922,7.020254317,1.83E-13,CDS,sRNA
DapZ,cbiA#gene2043.5UTR,NC_016810,74857,74857,+,NC_016810,2111827,2111827,-,39,263388,139,19473164,20.74389682,2.25E-28,sRNA,5UTR
RyjB,InvR,NC_016810,1662259,1662260,-,NC_016810,3067537,3067587,+,39,610,332991,19403090,3.725402267,0.000124664,sRNA,sRNA
InvR,SL1344_0084#gene84,NC_016810,3067519,3067519,+,NC_016810,96019,96020,+,39,311122,344,19425225,7.078504303,5.20E-13,sRNA,CDS
SL1344_1190#gene1208,InvR,NC_016810,1295018,1295062,-,NC_016810,3067534,3067584,+,39,160,332991,19403540,14.20342554,1.18E-22,CDS,sRNA
sRNA16.SL1344_1186#gene1204.IGR,InvR,NC_016810,1291635,1291781,+,NC_016810,3067505,3067585,+,39,531,332991,19403169,4.279669746,2.46E-06,IGR,sRNA
dctA#gene3640,MgrR,NC_016810,3812662,3812726,-,NC_016810,1550825,1550830,+,39,172,43189,19693330,103.3908653,3.74E-55,CDS,sRNA
repC,MgrR,NC_017720,92345,92352,-,NC_016810,1550836,1550843,+,39,704,43189,19692798,25.25958584,3.87E-33,NC_017720#gene,sRNA
STnc440,sipF#gene2912,NC_016810,4580488,4580499,+,NC_016810,3047030,3047075,-,39,39320,2224,19695147,8.783660504,2.89E-17,sRNA,CDS
STnc440,torR#gene3850,NC_016810,4580493,4580494,+,NC_016810,4046018,4046018,+,39,39320,29,19697342,673.6909689,3.53E-80,sRNA,CDS
res#gene359,STnc870,NC_016810,405755,405772,+,NC_016810,4292592,4292598,+,39,122,21166,19715403,297.7636253,2.96E-72,CDS,sRNA
STnc870,sprB#gene2898,NC_016810,4292541,4292543,+,NC_016810,3033606,3033664,-,39,18242,8778,19709671,4.800383719,3.38E-08,sRNA,CDS
oppA#gene1698,hilC#gene2899,NC_016810,1797273,1797279,-,NC_016810,3035157,3035465,-,39,430,102606,19633655,17.35499726,7.70E-27,CDS,CDS
tRNA-Gly#rna32,sucD#gene733,NC_016810,1993198,1993200,-,NC_016810,807198,807198,+,39,9211,2156,19725324,38.73764489,2.06E-40,tRNA,CDS
ArcZ,SL1344_0681#gene694,NC_016810,3511862,3511863,+,NC_016810,761071,761096,-,38,116363,44,19620285,145.6200991,2.87E-55,sRNA,CDS
ArcZ,flgE#gene1132,NC_016810,3511860,3511862,+,NC_016810,1216696,1216799,+,38,116363,1133,19619196,5.654835597,6.75E-10,sRNA,CDS
fliD#gene1915,ArcZ,NC_016810,2007528,2007577,+,NC_016810,3511899,3511917,+,38,214,41877,19694601,83.51057001,1.73E-50,CDS,sRNA
ArcZ,grxC#gene3729,NC_016810,3511862,3511862,+,NC_016810,3917850,3917855,-,38,116363,1411,19618918,4.54063639,5.06E-07,sRNA,CDS
ArcZ,hilA#gene2908.5UTR,NC_016810,3511847,3511863,+,NC_016810,3042151,3042196,+,38,116363,2090,19618239,3.065366607,0.026956391,sRNA,5UTR
sprB#gene2898,AvrA#gene2897,NC_016810,3033590,3033738,-,NC_016810,3032352,3032677,-,38,12764,6011,19717917,9.765873789,7.49E-18,CDS,CDS
narK#gene1716,CyaR,NC_016810,1820302,1820383,-,NC_016810,2228924,2228931,+,38,51,52695,19683946,278.3275371,1.64E-66,CDS,sRNA
rfbK#gene2092,CyaR,NC_016810,2161540,2161966,-,NC_016810,2228931,2228932,+,38,2443,52695,19681554,5.809651841,2.29E-10,CDS,sRNA
gltB#gene3358,DapZ,NC_016810,3516198,3516207,+,NC_016810,74922,74923,+,38,389,133593,19602710,14.33396725,4.97E-23,CDS,sRNA
GJB7-4722,OmrA,NC_017718,42785,42786,+,NC_016810,3191620,3191786,-,38,3758,10374,19722560,19.22400466,3.52E-28,NC_017718#gene,sRNA
SL1344_3319#gene3375,InvR,NC_016810,3536382,3536418,+,NC_016810,3067532,3067586,+,38,315,332992,19403385,7.029375509,2.09E-12,CDS,sRNA
RUF_220c,RybD,NC_016810,3035506,3035679,-,NC_016810,807379,807394,+,38,33789,7408,19695495,2.990020627,0.045942975,sRNA,sRNA
prfB#gene3073,RybB,NC_016810,3221484,3221487,-,NC_016810,941813,941813,-,38,487,47349,19688856,32.44623481,5.70E-36,CDS,sRNA
ileS#gene46,RybD,NC_016810,54966,55094,+,NC_016810,807416,807432,+,38,264,7982,19728446,355.7630369,1.87E-74,CDS,sRNA
SL1344_0161#gene161.5UTR,STnc500,NC_016810,189553,189594,+,NC_016810,1172563,1172566,-,38,539,9245,19726908,150.4343227,6.73E-61,5UTR,sRNA
STnc870,SL1344_0846#gene862,NC_016810,4292541,4292543,+,NC_016810,943409,943545,-,38,18243,2160,19716289,19.01335525,5.81E-28,sRNA,CDS
SL1344_1988#gene2018.5UTR,STnc870,NC_016810,2091404,2091414,-,NC_016810,4292582,4292599,+,38,713,21167,19714812,49.63949984,5.49E-43,5UTR,sRNA
SroC,argT#gene2363,NC_016810,728309,728314,-,NC_016810,2463975,2464050,-,38,692596,231,19043865,4.523209798,2.57E-06,sRNA,CDS
invB#gene2926,invI#gene2924,NC_016810,3060943,3060952,-,NC_016810,3058957,3058980,-,38,8663,6641,19721388,13.02624612,1.93E-22,CDS,CDS
prgH#gene2906,orgAa#gene2902,NC_016810,3039641,3039716,-,NC_016810,3037140,3037183,-,38,14940,413,19721339,121.456104,3.08E-57,CDS,CDS
sptP#gene2910,sipF#gene2912,NC_016810,3045175,3045476,-,NC_016810,3047048,3047373,-,38,2336,7200,19727156,44.57001094,1.64E-41,CDS,CDS
proP#gene4310.3UTR,OmrA,NC_016810,4553813,4553818,+,NC_016810,3191612,3191792,-,37,5397,10375,19720921,13.03131953,1.80E-21,3UTR,sRNA
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511862,3511862,+,NC_016810,2384411,2384489,-,37,116364,249,19620080,25.05442898,1.71E-30,sRNA,AS
cheA#gene1878,ArcZ,NC_016810,1975514,1975515,-,NC_016810,3511885,3511916,+,37,314,41878,19694501,55.41548327,5.60E-43,CDS,sRNA
ArcZ,cyoA#gene444,NC_016810,3511862,3511862,+,NC_016810,497572,497636,-,37,116364,242,19620087,25.77915307,8.37E-31,sRNA,CDS
ArcZ,gpsA#gene3727,NC_016810,3511862,3511863,+,NC_016810,3916529,3916532,-,37,116364,59,19620270,105.7392073,6.79E-50,sRNA,CDS
ArcZ,sitA#gene2893.AS,NC_016810,3511861,3511862,+,NC_016810,3029373,3029373,-,37,116364,0,19620329,inf,1.84E-76,sRNA,AS
traB,ArcZ,NC_017718,85149,85149,-,NC_016810,3511899,3511899,+,37,10,23656,19713027,3083.28542,2.42E-92,NC_017718#gene,sRNA
SL1344_2447#gene2493,CyaR,NC_016810,2596184,2596565,+,NC_016810,2228891,2228931,+,37,735,72450,19663508,13.66271453,6.79E-22,CDS,sRNA
sopE#gene2725,FnrS,NC_016810,2863606,2863643,+,NC_016810,1706804,1706824,-,37,2258,94330,19640105,3.411707242,0.002633091,CDS,sRNA
ybfF#gene691,FnrS,NC_016810,758405,758406,-,NC_016810,1706835,1706837,-,37,34,94330,19642329,226.6031557,1.39E-59,CDS,sRNA
SL1344_3051#gene3107,InvR,NC_016810,3257019,3257033,+,NC_016810,3067583,3067586,+,37,129,332993,19403571,16.71316011,2.23E-23,CDS,sRNA
SL1344_1777#gene1799,MgrR,NC_016810,1903212,1903341,+,NC_016810,1550836,1550842,+,37,1674,43191,19691828,10.07718067,1.30E-17,CDS,sRNA
hns#gene1703,MgrR,NC_016810,1804128,1804327,+,NC_016810,1550838,1550843,+,37,3779,43191,19689723,4.463455191,1.44E-06,CDS,sRNA
SroC,RUF_279,NC_016810,728310,728321,-,NC_016810,4102348,4102348,-,37,692597,263,19043833,3.868296314,0.000300152,sRNA,sRNA
SL1344_1101#gene1119,lnt#gene661,NC_016810,1206095,1206195,-,NC_016810,730850,730919,-,37,547,3008,19733138,443.7442299,2.00E-76,CDS,CDS
SL1344_4339#gene4426,SL1344_2250#gene2289.AS,NC_016810,4663912,4663978,+,NC_016810,2384630,2384631,-,37,8801,1836,19726056,45.16866844,1.79E-40,CDS,AS
invG#gene2929,STnc840,NC_016810,3065315,3065600,-,NC_016810,1224278,1224317,+,37,5665,21970,19709058,5.859190527,4.06E-10,CDS,sRNA
ompD#gene1523,STnc970,NC_016810,1612031,1612046,+,NC_016810,889565,889689,-,37,6410,502,19729781,226.8622536,1.09E-65,CDS,sRNA
hyaC2#gene1487,ArcZ,NC_016810,1568594,1568603,-,NC_016810,3511915,3511917,+,36,334,18186,19718174,116.8652902,3.01E-53,CDS,sRNA
