Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,2918445,2919986,-,SL1344_2742,ptsG,2.13,0.228113313,0.272556966,0.6,0.7233792640000001,
NC_016810.1,CDS,2235255,2236259,+,SL1344_2120,SL1344_2120,2.13,0.056024235,0.08251773400000001,-1.32,0.216198253,0.519932755
NC_016810.1,CDS,123413,124120,-,SL1344_0106,yabJ,2.13,0.051828429,0.077386597,2.44,0.029020537000000002,0.17846175399999997
NC_016810.1,CDS,2996813,2997313,-,SL1344_2808,oraA,2.13,0.07329773,0.103921019,0.72,0.539132805,0.784082175
NC_016810.1,CDS,1369055,1370983,+,SL1344_1267,thrS,2.13,0.007815483,0.015586039,-1.09,0.17381206800000001,0.473275354
NC_016810.1,sRNA,4336600,4336886,-,ncRNA0127,sRNA29,2.13,0.284114393,0.33088596800000003,-1.35,0.473105428,
NC_017718.1,CDS,27290,27883,+,SL1344_P2_0039,SL1344_P2_0039,2.13,0.121801492,0.160310946,-0.12,0.925598148,0.9742766890000001
NC_016810.1,CDS,4545776,4546387,-,SL1344_4220,yjcO,2.12,0.059211143,0.086547481,-2.69,0.010906315,0.099826322
NC_016810.1,CDS,3981153,3981833,+,SL1344_3726,slsA,2.12,0.029641507999999997,0.047934980999999995,-1.63,0.077614184,0.313999674
NC_016810.1,CDS,1446389,1446604,+,SL1344_1340,ssaG,2.12,0.023418165,0.039372199,-1.4,0.134197314,0.41711636
NC_016810.1,CDS,3948835,3949698,+,SL1344_3701,SL1344_3701,2.12,0.024853318,0.041330555,-0.05,0.954708665,0.9833481940000001
NC_016810.1,CDS,2564967,2566328,-,SL1344_2421,eutB,2.12,0.023036485,0.038853608,0.6,0.513416419,0.765754403
NC_016810.1,CDS,1471926,1472822,+,SL1344_1371,SL1344_1371,2.12,0.016340401,0.029076822999999998,1.96,0.026715907999999997,0.170408425
NC_016810.1,CDS,1272877,1273998,-,SL1344_1167,SL1344_1167,2.12,0.023157299,0.038991757,-0.59,0.519445659,0.771166465
NC_016810.1,CDS,1258821,1260020,+,SL1344_1154,SL1344_1154,2.12,0.025779176,0.042587577,-2.28,0.011856538,0.10548182
NC_016810.1,CDS,2464894,2466300,-,SL1344_2326,SL1344_2326,2.11,0.031066462000000003,0.04985585,-0.7,0.461781538,0.72838858
NC_016810.1,CDS,267779,268927,+,SL1344_0230,lpxB,2.11,0.02433782,0.040623082000000005,-0.65,0.48444696600000003,0.746260945
NC_016810.1,CDS,3722701,3724134,-,SL1344_3502,glgA,2.11,0.041561145,0.063885741,0.05,0.958644266,0.984939205
NC_016810.1,CDS,1915403,1915771,+,SL1344_1791,SL1344_1791,2.11,0.29144406,0.33833017,-1.21,0.525512877,
NC_016810.1,CDS,2058604,2060337,-,SL1344_1950,SL1344_1950,2.11,0.030487676000000002,0.04902814,-0.41,0.659473952,0.8558698109999999
NC_016810.1,CDS,3127982,3130738,+,SL1344_2939,barA,2.11,0.01278105,0.023604642000000002,-0.44,0.594909509,0.81710652
NC_016810.1,CDS,836593,837633,-,SL1344_0750,galM,2.11,0.013811583,0.02521872,0.7,0.41413164399999997,0.6918857140000001
NC_016810.1,CDS,3193125,3194147,+,SL1344_2990,SL1344_2990,2.1,0.022399957999999998,0.037986016000000004,-1.19,0.19104052800000001,0.491925492
NC_016810.1,CDS,2153855,2154466,+,SL1344_2055,hisI,2.1,0.059867126,0.087407166,0.89,0.42043675700000005,0.6970138779999999
NC_016810.1,CDS,2345109,2346152,-,SL1344_2223,SL1344_2223,2.1,0.060281935,0.08788476699999999,1.75,0.11826754800000001,0.393408718
NC_016810.1,CDS,332521,336123,+,SL1344_0286,SL1344_0286,2.1,0.024688121,0.04111648,0.36,0.699752646,0.8787288440000001
NC_016810.1,CDS,1624299,1625192,+,SL1344_1512,SL1344_1512,2.1,0.039885044,0.061656132,0.06,0.952063025,0.982696598
NC_016810.1,CDS,1660058,1661371,+,SL1344_1544,SL1344_1544,2.09,0.034123422,0.05405572,-1.46,0.11486699199999999,0.387059306
NC_016810.1,CDS,2535502,2536500,+,SL1344_2388,yfeH,2.09,0.05465333,0.08083886900000001,-1.21,0.250039601,0.556133219
NC_016810.1,sRNA,3250106,3250210,+,ncRNA0291,STnc3030,2.09,0.118505043,0.15659471,-3.81,0.000448459,0.016181145
NC_016810.1,CDS,1260013,1260714,+,SL1344_1155,SL1344_1155,2.09,0.06610181400000001,0.095109007,-0.97,0.374265457,0.664151733
NC_016810.1,CDS,4105477,4105920,-,SL1344_3842,mioC,2.09,0.022990472,0.038797765,-1.66,0.06281034,0.27927042399999996
NC_016810.1,CDS,4801342,4804851,-,SL1344_4457,SL1344_4457,2.09,0.012776222,0.023600557,-0.76,0.354278986,0.646442121
NC_016810.1,sRNA,4591418,4591510,+,ncRNA0289,STnc3000,2.08,0.18462527899999998,0.227813956,0.05,0.970676126,
NC_016810.1,CDS,2536497,2536724,-,SL1344_2389,SL1344_2389,2.08,0.11278803400000001,0.149830348,0.01,0.9962556090000001,0.9987862
NC_016810.1,CDS,740304,741056,-,SL1344_0663,nagD,2.08,0.041674897999999995,0.06403877,-0.46,0.644653103,0.847671043
NC_016810.1,CDS,3736939,3737427,+,SL1344_3512,SL1344_3512,2.08,0.175676183,0.218595554,-0.73,0.608726505,
NC_016810.1,sRNA,1894421,1894673,+,ncRNA0466,StyR-281,2.08,0.138279549,0.178284953,-0.97,0.456066507,
NC_016810.1,CDS,1206492,1207139,-,SL1344_1102,grxB,2.08,0.04838868599999999,0.072975413,-0.83,0.426333146,0.701267341
NC_016810.1,CDS,2810757,2811824,-,SL1344_2627,tyrA,2.08,0.043196810999999995,0.06616322599999999,-0.16,0.8729778159999999,0.951390686
NC_016810.1,CDS,3958195,3960276,+,SL1344_3710,recG,2.08,0.014655333999999999,0.026539071,0.64,0.448939308,0.718857008
NC_016810.1,sRNA,4475779,4475869,+,ncRNA0284,STnc2130,2.08,0.071431468,0.101674584,-3.33,0.0017864439999999999,0.037279347000000004
NC_016810.1,CDS,4707051,4708184,+,SL1344_4375,SL1344_4375,2.08,0.10803539699999999,0.1442818,-1.98,0.094002646,0.350896407
NC_016810.1,CDS,1896206,1897579,+,SL1344_1772,SL1344_1772,2.08,0.059644116,0.087123874,-0.72,0.48585364799999997,0.7469390859999999
NC_016810.1,CDS,4371337,4372188,+,SL1344_4080,murI,2.08,0.025879564,0.042729940999999994,-0.46,0.605027207,0.822057107
NC_016810.1,CDS,208379,208918,-,SL1344_0178,stiA,2.07,0.20108595699999998,0.244809735,-0.86,0.562409266,
NC_016810.1,CDS,282458,284176,-,SL1344_0243,proS,2.07,0.028480896000000002,0.046304557999999996,-0.34,0.7112105559999999,0.884758235
NC_017718.1,CDS,30103,30369,+,SL1344_P2_0043,ydfB,2.07,0.270709324,0.317436757,1.05,0.5709216979999999,
NC_016810.1,CDS,149960,151027,+,SL1344_0128,murG,2.07,0.020516766999999998,0.035310292,-0.1,0.9128989190000001,0.970599355
NC_016810.1,CDS,3145060,3145875,+,SL1344_2952,exo,2.06,0.023067906000000003,0.038886343999999996,0.27,0.7647101140000001,0.908227892
NC_016810.1,CDS,3326067,3326777,-,SL1344_3115,SL1344_3115,2.06,0.033819197999999995,0.053640945,1.82,0.062101631,0.276709115
NC_016810.1,CDS,1862742,1863461,-,SL1344_1733,fadR,2.06,0.01617775,0.028850001,-1.01,0.228314605,0.532335242
NC_016810.1,CDS,2558049,2558918,+,SL1344_2413,amiA,2.06,0.020715964,0.035599759,-2.96,0.000511345,0.01751033
NC_016810.1,CDS,2731024,2731602,-,SL1344_2550,SL1344_2550,2.06,0.11281806,0.149848166,-0.89,0.468837891,0.7346964140000001
NC_016810.1,CDS,3171108,3173996,-,SL1344_2973,ptr,2.06,0.011753703,0.022055004,0.24,0.767375458,0.908809427
NC_016810.1,CDS,144966,146324,+,SL1344_0124,murF,2.06,0.022257307,0.037787726,-1.03,0.24448031399999998,0.549938045
NC_016810.1,sRNA,2513324,2513722,-,ncRNA0098,tpke70,2.06,0.076047268,0.107078732,-0.65,0.550626917,0.792179395
NC_016810.1,CDS,4756158,4757147,+,SL1344_4419,SL1344_4419,2.06,0.024867625,0.041345826,-1.21,0.178353008,0.47725152
NC_016810.1,CDS,3422720,3424030,-,SL1344_3210,SL1344_3210,2.06,0.026250321,0.04322342,-1.7,0.052965004,0.252684252
NC_016810.1,CDS,2690063,2691202,-,SL1344_2516,hcaT,2.06,0.063754052,0.09218684699999999,-0.65,0.538839555,0.784082175
NC_016810.1,CDS,4865700,4866926,+,SL1344_4516,creC,2.06,0.035729275,0.056204754,0.71,0.458896013,0.72584115
NC_016810.1,CDS,2546219,2547511,+,SL1344_2399,ptsJ,2.06,0.149483814,0.19057865699999998,-0.12,0.930677245,
NC_016810.1,CDS,3881288,3882274,+,SL1344_3638,yiaO,2.06,0.13515390300000002,0.174955253,-0.96,0.45311810799999996,
NC_016810.1,CDS,3360020,3360886,-,SL1344_3149,SL1344_3149,2.06,0.024173437000000002,0.040431004,1.42,0.118516241,0.393847569
NC_016810.1,CDS,1825176,1825529,+,SL1344_1697,SL1344_1697,2.06,0.037088197999999996,0.058069007,-1.5,0.108013606,0.375597826
NC_016810.1,CDS,2432367,2433704,-,SL1344_2293,nuoF,2.06,0.022300742000000002,0.037831991,-0.23,0.7975215290000001,0.922194075
NC_016810.1,CDS,4577023,4577676,+,SL1344_4245,SL1344_4245,2.05,0.063040172,0.09134495599999999,-1.79,0.078818622,0.316428947
NC_016810.1,CDS,233974,234726,+,SL1344_0198,stfD,2.05,0.216186155,0.260660222,0.57,0.723773749,
NC_016810.1,sRNA,1292947,1293012,+,ncRNA0230,STnc1210,2.05,0.083495563,0.11595534699999999,-2.23,0.033357155,0.19382202199999998
NC_016810.1,CDS,1845336,1845932,+,SL1344_1717,hyaD,2.05,0.159750753,0.201989547,0.77,0.586679911,
NC_016810.1,CDS,1497664,1498839,-,SL1344_1397,manA,2.05,0.027174319,0.044469724,-1.29,0.15822826199999998,0.45038306200000006
NC_016810.1,CDS,3767831,3768076,-,SL1344_3543,SL1344_3543,2.05,0.061019490999999995,0.08874489,-1.28,0.213263681,0.516395836
NC_016810.1,CDS,4269441,4270277,+,SL1344_3986,fdhD,2.05,0.031975933,0.051120687000000005,-1.75,0.054344752,0.255624784
NC_016810.1,CDS,4327459,4328121,-,SL1344_4046,SL1344_4046,2.05,0.123213461,0.16186796,-1.72,0.149670321,0.43841771
NC_016810.1,sRNA,2113060,2113174,+,ncRNA0147,STnc230,2.05,0.21675338100000002,0.26112713600000004,-5.63,1.29473e-05,0.001455709
NC_016810.1,sRNA,46050,46114,-,ncRNA0131,STnc10,2.05,0.328243784,0.37506447,-0.76,0.710157637,
NC_016810.1,CDS,829385,831160,+,SL1344_0744,oadA,2.04,0.272101868,0.318802018,0.72,0.693159174,
NC_016810.1,CDS,626681,628651,+,SL1344_0558,SL1344_0558,2.04,0.06148621,0.08935856800000001,-1.36,0.212482643,0.51598785
NC_016810.1,CDS,4603060,4603419,-,SL1344_4277,frdD,2.04,0.022185784,0.03770789,-1.85,0.032549407999999995,0.191538342
NC_016810.1,CDS,1262917,1263738,+,SL1344_1158,cobB,2.04,0.018213022,0.031880741000000004,-1.76,0.037003338,0.205283319
NC_016810.1,CDS,4781635,4782408,+,SL1344_4437,uxuR,2.04,0.023721112000000003,0.03979253,-2.22,0.009839086,0.095502837
NC_016810.1,CDS,4656949,4657611,-,SL1344_4332,SL1344_4332,2.04,0.118768029,0.156873279,-0.33,0.788310579,
NC_016810.1,CDS,423164,424138,-,SL1344_0367,hemB,2.04,0.020238883,0.034885291,-1.31,0.124913416,0.40317835
NC_016810.1,CDS,1033973,1034776,+,SL1344_0928,smtA,2.04,0.020148838,0.034756649,1.19,0.172037097,0.47062540799999997
NC_016810.1,CDS,4789863,4791047,-,SL1344_4446,SL1344_4446,2.03,0.134681809,0.174494387,-1.2,0.35410773799999995,0.646323269
NC_016810.1,CDS,1318681,1320615,-,SL1344_1220,SL1344_1220,2.03,0.07131753099999999,0.10156048699999999,-0.87,0.439550813,0.710238837
NC_016810.1,CDS,110005,112911,-,SL1344_0097,hepA,2.03,0.026459728999999998,0.043512626,-0.17,0.8545434690000001,0.945308241
NC_016810.1,sRNA,1170291,1170591,+,ncRNA0189,STnc670,2.03,0.016034782,0.028634674,-2.07,0.012316378999999999,0.10783760699999999
NC_016810.1,CDS,2308440,2309012,+,SL1344_2188,yeiP,2.03,0.064976114,0.093743529,0.38,0.724791533,0.887740255
NC_016810.1,CDS,1927960,1928616,+,SL1344_1811,SL1344_1811,2.03,0.06003265,0.08760054699999999,-0.12,0.9087856740000001,0.9691044329999999
NC_016810.1,CDS,3619784,3620968,-,SL1344_3412,tuf,2.03,0.030723381,0.049363181,-0.43,0.64346521,0.8468233140000001
NC_016810.1,CDS,4106010,4106468,-,SL1344_3843,asnC,2.02,0.09073265300000001,0.124283756,-0.79,0.48477843600000003,0.746260945
NC_016810.1,CDS,2271348,2272049,-,SL1344_2154,SL1344_2154,2.02,0.081831076,0.113977193,0.39,0.730986777,0.891241063
NC_016810.1,CDS,2131363,2131698,-,SL1344_2035,SL1344_2035,2.02,0.024788396,0.041253013,-0.58,0.51386318,0.7659127290000001
NC_016810.1,CDS,1887926,1888786,+,SL1344_1761,manZ,2.02,0.036011363,0.056569574000000004,-1.15,0.217891527,0.521424703
NC_016810.1,sRNA,2449087,2449281,-,ncRNA0338,STnc3730,2.02,0.054839987,0.081077967,-2.26,0.018501212,0.136403468
NC_016810.1,CDS,4818059,4819120,+,SL1344_4470,SL1344_4470,2.02,0.119946182,0.158174644,0.43,0.735100746,0.8943448829999999
NC_016810.1,CDS,1187273,1187728,+,SL1344_1080,csgB,2.01,0.222659418,0.267084571,3.09,0.073834023,
NC_016810.1,CDS,3007647,3009086,+,SL1344_2820,flrD,2.01,0.313558409,0.360430336,-1.73,0.359275681,
NC_016810.1,CDS,4408040,4408312,+,SL1344_4109,hupA,2.01,0.013312893999999999,0.024406973,-0.86,0.28538809,0.59048008
NC_016810.1,CDS,4210855,4213044,-,SL1344_3936,fadB,2.01,0.146729619,0.18774823899999998,-0.22,0.8755150909999999,0.9521561829999999
NC_016810.1,CDS,3745890,3746735,-,SL1344_3521,ugpE,2.01,0.126604084,0.165446898,-1.48,0.239388026,0.544145986
NC_016810.1,sRNA,807346,807433,+,ncRNA0063,RybD,2.01,0.01809497,0.031704863,-2.75,0.00097516,0.02597397
NC_016810.1,CDS,4660140,4662083,-,SL1344_4336,cpdB,2.01,0.018114725,0.031733311,-2.04,0.013745801,0.11522675
NC_016810.1,CDS,2553141,2554157,-,SL1344_2407,cysP,2.01,0.060565914000000005,0.08819899099999999,1.09,0.302865254,0.602160036
NC_016810.1,CDS,3195537,3196472,+,SL1344_2992,lysR,2.01,0.14682198,0.187795556,0.57,0.672295352,
NC_016810.1,sRNA,1564399,1564512,+,ncRNA0390,SLnc1006,2.01,0.083270823,0.115661044,-1.31,0.235349277,0.539838907
NC_016810.1,CDS,4713136,4715274,-,SL1344_4382,nrdD,2.01,0.026057748,0.04295337900000001,0.06,0.949594242,0.9819113000000002
NC_016810.1,CDS,3693347,3695425,-,SL1344_3480,malQ,2.01,0.056077773,0.082583104,-0.33,0.7479956959999999,0.9008048540000001
NC_016810.1,sRNA,3312426,3312492,-,ncRNA0226,STnc1170,2.0,0.089190195,0.122582736,-3.58,0.000627961,0.019827583
NC_016810.1,CDS,2997430,2998491,-,SL1344_2809,recA,2.0,0.018716999999999998,0.032636253,-0.33,0.700901821,0.879517054
NC_016810.1,CDS,205075,207621,-,SL1344_0176,stiC,2.0,0.122129141,0.160630628,-0.4,0.7433878070000001,
NC_016810.1,sRNA,4294626,4294818,+,ncRNA0527,RUF_107c.59,2.0,0.105437401,0.14137617800000002,-1.01,0.39782027700000006,0.682874195
NC_016810.1,CDS,4092364,4093734,-,SL1344_3829,glmU,2.0,0.021751613,0.037088761,-0.11,0.895396049,0.963473805
NC_016810.1,CDS,2334914,2335243,-,SL1344_2213,SL1344_2213,2.0,0.30008460600000003,0.346931959,1.8,0.34852055200000004,
NC_016810.1,CDS,3818743,3819852,-,SL1344_3582,yhjM,2.0,0.049550767,0.074436376,-0.74,0.465465769,0.731771634
NC_016810.1,CDS,4387239,4391267,+,SL1344_4092,rpoB,2.0,0.020477557,0.035256264,-0.59,0.489414022,0.749338855
NC_016810.1,CDS,117244,117939,-,SL1344_0101,araD,1.99,0.01053971,0.020111738,-0.78,0.31434164600000003,0.6132298270000001
NC_017720.1,CDS,91997,92119,-,SL1344_P1_0101,repA3,1.99,0.020458053,0.035229407000000004,-1.57,0.059404700000000005,0.27074782199999997
NC_016810.1,CDS,4395609,4395932,+,SL1344_4094,SL1344_4094,1.99,0.074191641,0.10489163,1.29,0.245091108,0.550176212
NC_017720.1,CDS,29946,30512,-,SL1344_P1_0030,traE,1.99,0.241537613,0.286817965,-1.04,0.5030537079999999,
NC_016810.1,CDS,1366411,1366617,+,SL1344_1330A,SL1344_1330A,1.99,0.189824493,0.233272061,-1.93,0.147268556,
NC_016810.1,CDS,2816803,2817798,-,SL1344_2633,SL1344_2633,1.99,0.056319199,0.082911568,-2.21,0.02871628,0.177399292
NC_016810.1,CDS,1542923,1544389,+,SL1344_1438,SL1344_1438,1.99,0.039570024,0.061360499000000006,1.02,0.283893363,0.588912862
NC_016810.1,CDS,1745014,1745820,+,SL1344_1626,sapF,1.99,0.062184027999999995,0.09026391,0.46,0.663494001,0.857999115
NC_016810.1,CDS,808940,810508,+,SL1344_0722,cydA,1.98,0.020716533999999998,0.035599759,-0.11,0.900037865,0.964948942
NC_016810.1,CDS,3678085,3679704,+,SL1344_3467,pckA,1.98,0.014220268000000001,0.025855033,-0.88,0.27518435399999996,0.58030436
NC_016810.1,sRNA,1292835,1292935,-,ncRNA0267,STnc1760,1.98,0.10612695300000001,0.142154012,-1.03,0.374416549,0.664151733
NC_016810.1,CDS,4014903,4015823,-,SL1344_3759,SL1344_3759,1.98,0.076343416,0.107426472,-1.5,0.150853982,0.440736666
NC_016810.1,sRNA,4313620,4313825,+,ncRNA0525,RUF_107c.57,1.98,0.134613134,0.174430465,0.0,0.9988376859999999,
NC_016810.1,CDS,3316831,3318015,+,SL1344_3109,uxuA,1.98,0.090129308,0.123588684,-1.24,0.263429443,0.569476135
NC_016810.1,CDS,3538294,3539364,+,SL1344_3321,degS,1.98,0.034012271000000004,0.053898574000000005,-0.53,0.561324487,0.79955553
NC_016810.1,CDS,2600708,2601742,-,SL1344_2451,nlpB,1.98,0.028695501,0.046575927,1.61,0.074440566,0.307329287
NC_016810.1,CDS,16493,17026,-,SL1344_0016,SL1344_0016,1.97,0.28984784199999997,0.336718074,-0.58,0.744024131,
NC_016810.1,CDS,4474892,4475809,+,SL1344_4169,malM,1.97,0.039923103,0.061693744,-1.98,0.029829237999999998,0.182106823
NC_016810.1,sRNA,2988649,2988823,+,ncRNA0149,STnc260,1.97,0.351070284,,-0.24,0.9062718940000001,
NC_017718.1,CDS,14223,14855,+,SL1344_P2_0019,parA,1.97,0.040063563999999996,0.061878997000000005,-1.34,0.156232215,0.448044619
NC_016810.1,CDS,2012572,2012805,+,SL1344_1895,SL1344_1895,1.97,0.09529826599999999,0.129651638,-2.81,0.0074577459999999995,0.08101441599999999
NC_016810.1,sRNA,901188,901397,-,ncRNA0061,RybA,1.97,0.021548135,0.036825347,-0.75,0.37004303,0.660924088
NC_016810.1,CDS,3819856,3822156,-,SL1344_3583,yhjN,1.97,0.04715681,0.071524202,-1.97,0.044279118,0.227416998
NC_016810.1,CDS,1036776,1041242,+,SL1344_0931,mukB,1.97,0.032360637000000005,0.051625919000000006,0.33,0.719708193,0.8865712659999999
NC_016810.1,CDS,3157418,3158623,+,SL1344_2964,SL1344_2964,1.97,0.038133591,0.059443345,-0.37,0.6835417429999999,0.86965194
NC_016810.1,CDS,2439711,2440925,+,SL1344_2300,SL1344_2300,1.96,0.0382595,0.05959259,-0.92,0.326348531,0.624035916
NC_016810.1,CDS,2569086,2570273,-,SL1344_2424,eutG,1.96,0.20364211399999999,0.24755416,1.02,0.501242848,
NC_016810.1,CDS,4666633,4668366,+,SL1344_4342,ytfM,1.96,0.023344893999999998,0.039270971,0.14,0.8743969629999999,0.9519020020000001
NC_016810.1,CDS,3831655,3832668,-,SL1344_3592,dppF,1.96,0.108578044,0.144877804,-0.33,0.780232349,0.913951628
NC_016810.1,CDS,4054569,4055258,-,SL1344_3797,dgoR,1.96,0.120591072,0.158955351,-1.11,0.36080071700000005,0.652886706
NC_016810.1,CDS,487285,487794,+,SL1344_0429,SL1344_0429,1.95,0.06080425,0.088488921,-0.97,0.345307142,0.640308406
NC_016810.1,CDS,362157,362615,+,SL1344_0313,gpt,1.95,0.057425525,0.08437501800000001,0.58,0.565657277,0.80248589
NC_016810.1,sRNA,6399,6507,+,ncRNA0472,StyR-295,1.95,0.30354888399999996,0.350487831,0.57,0.759365572,
NC_016810.1,CDS,2540022,2540783,+,SL1344_2392,cysZ,1.95,0.147102053,0.18807378,-1.11,0.39158695200000004,0.677396366
NC_016810.1,CDS,2515680,2516645,-,SL1344_2371,glk,1.95,0.034083048,0.054001245999999996,-2.65,0.003058847,0.049484376
NC_016810.1,CDS,3078125,3079621,-,SL1344_2892,SL1344_2892,1.95,0.022436334,0.038019112,-0.26,0.755546851,0.903869313
NC_016810.1,sRNA,3349047,3349187,-,ncRNA0268,STnc1820,1.95,0.125610964,0.164347388,-3.61,0.000764279,0.022416633999999998
NC_016810.1,sRNA,2743288,2743373,+,ncRNA0340,STnc3770,1.95,0.308046823,0.35504502200000004,-0.23,0.897968738,
NC_016810.1,CDS,295060,295863,+,SL1344_0250,yafB,1.95,0.12355386800000001,0.162173442,-1.41,0.230783715,0.535742236
NC_016810.1,CDS,3437158,3438048,-,SL1344_3221,garR,1.95,0.10660538900000001,0.142583126,-0.83,0.47987512600000004,0.741975154
NC_016810.1,CDS,257144,257701,+,SL1344_0220,frr,1.95,0.04954536599999999,0.074436376,-1.71,0.082355814,0.325276535
NC_016810.1,CDS,253048,253842,-,SL1344_0216,map,1.95,0.096044465,0.13048969300000002,0.38,0.7423152159999999,0.8985570509999999
NC_016810.1,sRNA,4403810,4404049,-,ncRNA0244,STnc1460,1.94,0.040650287,0.062685058,1.56,0.101049371,0.363174778
NC_016810.1,CDS,4579464,4580369,+,SL1344_4247,SL1344_4247,1.94,0.04788657,0.072375479,-1.02,0.300301965,0.5998668070000001
NC_016810.1,CDS,831173,832474,+,SL1344_0745,oadB2,1.94,0.32879114600000003,0.37564232200000003,0.05,0.980992498,
NC_016810.1,CDS,3449315,3449599,+,SL1344_3232,gatB,1.94,0.269789953,0.316532957,-0.3,0.8560904359999999,
NC_016810.1,CDS,2357775,2358269,+,SL1344_2232,eco,1.94,0.026859731,0.04405106,-2.34,0.005636054000000001,0.068878299
NC_016810.1,CDS,1659766,1660047,+,SL1344_1543,SL1344_1543,1.94,0.123328312,0.161948081,-1.44,0.22184202,0.5254727060000001
NC_016810.1,CDS,672639,673199,+,SL1344_0598,SL1344_0598,1.94,0.38100019399999996,,1.79,0.41924299600000003,
NC_016810.1,CDS,1782411,1782593,+,SL1344_1659,SL1344_1659,1.94,0.134959887,0.17477935100000003,-2.17,0.094160088,0.351002419
NC_016810.1,CDS,2458129,2458776,+,SL1344_2318,SL1344_2318,1.94,0.108611513,0.144893891,-1.2,0.311874904,0.611245818
NC_016810.1,CDS,3848764,3849300,-,SL1344_3606,lpfA,1.94,0.252129033,0.29786560300000003,1.8,0.290750685,
NC_016810.1,CDS,4715479,4715649,+,SL1344_4383,SL1344_4383,1.94,0.29305222,0.339934545,-3.31,0.04112567,
NC_016810.1,sRNA,2039988,2040056,+,ncRNA0233,STnc1280,1.94,0.060006283,0.087581986,-1.15,0.24010086100000003,0.54451729
NC_016810.1,CDS,360451,361908,-,SL1344_0312,pepD,1.94,0.053262835999999994,0.07923977900000001,-0.1,0.92256368,0.973852985
NC_016810.1,CDS,2067772,2068665,-,SL1344_1962,SL1344_1962,1.94,0.090476146,0.123970049,0.44,0.689024911,0.87221529
NC_016810.1,CDS,651064,652053,-,SL1344_0579,fepG,1.94,0.346107393,0.39333358700000004,-1.31,0.5080353679999999,
NC_016810.1,CDS,827806,829074,+,SL1344_0742,SL1344_0742,1.94,0.346107393,0.39333358700000004,-1.31,0.5080353679999999,
NC_016810.1,CDS,3613501,3613911,-,SL1344_3400,rplP,1.94,0.058724143,0.08601685199999999,-0.74,0.466047274,0.732344494
NC_016810.1,CDS,1894129,1894416,-,SL1344_1768,SL1344_1768,1.93,0.014005288000000001,0.02551954,-0.73,0.350097974,0.64353159
NC_016810.1,CDS,337,2799,+,SL1344_0002,thrA,1.93,0.035720336,0.056200494000000004,-0.5,0.580193938,0.8108531809999999
NC_016810.1,CDS,1656918,1657898,+,SL1344_1540,SL1344_1540,1.93,0.125503962,0.16426143,0.77,0.537744778,0.784082175
NC_016810.1,CDS,4292681,4293583,+,SL1344_4010,yiiP,1.93,0.019709285,0.034096231,-2.16,0.008085406,0.085225229
NC_016810.1,CDS,969500,971152,-,SL1344_0876,SL1344_0876,1.93,0.103800629,0.13939380199999998,-0.52,0.645322828,0.847791363
NC_016810.1,CDS,1088568,1089272,+,SL1344_0986,SL1344_0986,1.93,0.104534099,0.140270392,0.71,0.5424286,0.7855782170000001
NC_016810.1,CDS,3158623,3159066,+,SL1344_2965,SL1344_2965,1.93,0.11818027099999999,0.156234214,-0.21,0.862132508,0.947222459
NC_016810.1,CDS,1723821,1724075,-,SL1344_1603,SL1344_1603,1.93,0.028834394,0.046761279,0.33,0.702261785,0.879844304
NC_016810.1,CDS,1845922,1846326,+,SL1344_1718,hyaE,1.92,0.19162509600000002,0.23529245399999998,0.64,0.65383062,
NC_016810.1,CDS,4328322,4330112,-,SL1344_4047,SL1344_4047,1.92,0.127088436,0.16599155599999998,-2.03,0.079065785,0.31673265100000003
NC_016810.1,CDS,3264067,3265083,-,SL1344_3058,SL1344_3058,1.92,0.12218641300000001,0.160682526,-0.85,0.469096876,0.7346964140000001
NC_016810.1,CDS,3187012,3188052,+,SL1344_2986,SL1344_2986,1.92,0.053671620999999996,0.07972958200000001,-0.51,0.603209984,0.8212578559999999
NC_016810.1,CDS,4177086,4179248,+,SL1344_3905,uvrD,1.92,0.036884656,0.057770377000000005,0.09,0.925606182,0.9742766890000001
NC_016810.1,CDS,3548096,3549034,-,SL1344_3331,mdh,1.91,0.042766512,0.065548672,-3.25,0.000545576,0.018130324
NC_016810.1,CDS,319747,321090,+,SL1344_0276,sciO,1.91,0.162373712,0.204754772,0.46,0.725531337,
NC_016810.1,CDS,2061887,2062306,-,SL1344_1954,SL1344_1954,1.91,0.184356385,0.22751328399999998,-1.04,0.43551319,
NC_016810.1,CDS,2053859,2054377,-,SL1344_1943,SL1344_1943,1.91,0.326535457,0.373348945,1.57,0.420562905,
NC_016810.1,CDS,2531046,2531204,-,SL1344_2383,SL1344_2383,1.91,0.377244029,,0.04,0.985469032,
NC_016810.1,CDS,2486338,2487552,-,SL1344_2347,fabB,1.91,0.053366775,0.079360874,-0.92,0.34784343700000003,0.64292171
NC_016810.1,CDS,4313280,4313708,+,SL1344_4032,yiiR,1.91,0.08601099400000001,0.118899489,-1.07,0.307830602,0.6066681979999999
